TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,1,False,left,avoid,pos,meat39_crop.jpg,1,1,1.0,0.0,1,103.73131,35.0,1.0,DON'T EAT                                    EAT,102.73394,98.71396,87.453156
2,1,False,left,avoid,pos,meat19_crop.jpg,1,1,1.0,1.0,1,105.38572,35.0,1.0,DON'T EAT                                    EAT,104.75232,98.71396,87.453156
3,1,True,left,approach,neg,insect9_crop.jpg,1,1,1.0,2.0,2,107.584755,35.0,1.0,DON'T EAT                                    EAT,106.7704,98.71396,87.453156
4,1,False,left,avoid,pos,meat13_crop.jpg,1,1,1.0,3.0,1,109.539505,35.0,1.0,DON'T EAT                                    EAT,108.78899,98.71396,87.453156
5,1,False,left,avoid,pos,meat21_crop.jpg,1,1,1.0,4.0,1,111.37653,35.0,1.0,DON'T EAT                                    EAT,110.806984,98.71396,87.453156
6,1,True,left,approach,pos,cake11_crop.jpg,1,1,1.0,5.0,2,113.67779,35.0,1.0,DON'T EAT                                    EAT,112.832535,98.71396,87.453156
7,1,False,left,avoid,pos,meat35_crop.jpg,1,1,1.0,6.0,1,115.591225,35.0,1.0,DON'T EAT                                    EAT,114.84782,98.71396,87.453156
8,1,False,left,avoid,pos,meat36_crop.jpg,1,1,1.0,7.0,1,117.38086,35.0,1.0,DON'T EAT                                    EAT,116.86243,98.71396,87.453156
9,1,False,left,avoid,pos,meat30_crop.jpg,1,1,1.0,8.0,1,119.58034,35.0,1.0,DON'T EAT                                    EAT,118.88097,98.71396,87.453156
10,1,False,left,avoid,pos,meat11_crop.jpg,1,1,1.0,9.0,1,121.576324,35.0,1.0,DON'T EAT                                    EAT,120.89862,98.71396,87.453156
11,2,False,left,avoid,neg,fungus17_crop.jpg,1,2,1.0,10.0,1,139.49854,35.0,2.0,DON'T EAT                                    EAT,138.63055,134.61049,87.453156
12,2,True,left,approach,pos,cake24_crop.jpg,1,2,1.0,11.0,2,141.4236,35.0,2.0,DON'T EAT                                    EAT,140.64874,134.61049,87.453156
13,2,False,left,avoid,neg,fungus37_crop.jpg,1,2,1.0,12.0,1,143.50052,35.0,2.0,DON'T EAT                                    EAT,142.66692,134.61049,87.453156
14,2,True,left,approach,neg,insect27_crop.jpg,1,2,1.0,13.0,2,145.38188,35.0,2.0,DON'T EAT                                    EAT,144.68556,134.61049,87.453156
15,2,False,left,avoid,neg,fungus6_crop.jpg,1,2,1.0,14.0,1,147.29832,35.0,2.0,DON'T EAT                                    EAT,146.70354,134.61049,87.453156
16,2,False,left,avoid,neg,fungus8_crop.jpg,1,2,1.0,15.0,1,149.34505,35.0,2.0,DON'T EAT                                    EAT,148.72209,134.61049,87.453156
17,2,False,left,avoid,neg,fungus15_crop.jpg,1,2,1.0,16.0,1,151.22034,35.0,2.0,DON'T EAT                                    EAT,150.74062,134.61049,87.453156
18,2,False,left,avoid,neg,fungus29_crop.jpg,1,2,1.0,17.0,1,153.50128,35.0,2.0,DON'T EAT                                    EAT,152.75879,134.61049,87.453156
19,2,False,left,avoid,neg,fungus25_crop.jpg,1,2,1.0,18.0,1,155.35983,35.0,2.0,DON'T EAT                                    EAT,154.77731,134.61049,87.453156
20,2,False,left,avoid,neg,fungus5_crop.jpg,1,2,1.0,19.0,1,157.43896,35.0,2.0,DON'T EAT                                    EAT,156.79527,134.61049,87.453156
21,3,False,right,avoid,neg,fungus8_crop.jpg,1,3,1.0,20.0,1,176.97664,35.0,3.0,DON'T EAT                                    EAT,176.24506,172.22475,87.453156
22,3,False,right,avoid,neg,fungus31_crop.jpg,1,3,1.0,21.0,1,178.82402,35.0,3.0,DON'T EAT                                    EAT,178.26343,172.22475,87.453156
23,3,False,right,avoid,neg,fungus14_crop.jpg,1,3,1.0,22.0,1,180.88867,35.0,3.0,DON'T EAT                                    EAT,180.28163,172.22475,87.453156
24,3,True,right,approach,neg,insect14_crop.jpg,1,3,1.0,23.0,2,183.14467,35.0,3.0,DON'T EAT                                    EAT,182.30011,172.22475,87.453156
25,3,False,right,avoid,neg,fungus24_crop.jpg,1,3,1.0,24.0,1,185.10014,35.0,3.0,DON'T EAT                                    EAT,184.31842,172.22475,87.453156
26,3,False,right,avoid,neg,fungus23_crop.jpg,1,3,1.0,25.0,1,186.89845,35.0,3.0,DON'T EAT                                    EAT,186.33687,172.22475,87.453156
27,3,False,right,avoid,neg,fungus38_crop.jpg,1,3,1.0,26.0,1,189.45682,35.0,3.0,DON'T EAT                                    EAT,188.3551,172.22475,87.453156
28,3,False,right,avoid,neg,fungus16_crop.jpg,1,3,1.0,27.0,1,191.26633,35.0,3.0,DON'T EAT                                    EAT,190.37355,172.22475,87.453156
