TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,1,False,right,approach,neg,insect26_crop.jpg,1,1,1.0,0.0,1,1467.721,58.0,1.0,EAT                                    DON'T EAT,1466.8103,1462.79,1451.3687
2,1,False,right,approach,neg,insect17_crop.jpg,1,1,1.0,1.0,1,1469.5278,58.0,1.0,EAT                                    DON'T EAT,1468.8285,1462.79,1451.3687
3,1,False,right,approach,neg,insect16_crop.jpg,1,1,1.0,2.0,1,1471.42,58.0,1.0,EAT                                    DON'T EAT,1470.8467,1462.79,1451.3687
4,1,False,right,approach,neg,insect27_crop.jpg,1,1,1.0,3.0,1,1473.495,58.0,1.0,EAT                                    DON'T EAT,1472.8694,1462.79,1451.3687
5,1,True,right,avoid,neg,fungus5_crop.jpg,1,1,1.0,4.0,--,--,58.0,1.0,EAT                                    DON'T EAT,1474.8855,1462.79,1451.3687
6,1,False,right,approach,neg,insect33_crop.jpg,1,1,1.0,5.0,1,1477.5837,58.0,1.0,EAT                                    DON'T EAT,1476.9015,1462.79,1451.3687
7,1,False,right,approach,neg,insect35_crop.jpg,1,1,1.0,6.0,1,1479.4927,58.0,1.0,EAT                                    DON'T EAT,1478.9202,1462.79,1451.3687
8,1,True,right,avoid,pos,meat14_crop.jpg,1,1,1.0,7.0,1,1481.8267,58.0,1.0,EAT                                    DON'T EAT,1480.9385,1462.79,1451.3687
9,1,False,right,approach,neg,insect7_crop.jpg,1,1,1.0,8.0,1,1483.7631,58.0,1.0,EAT                                    DON'T EAT,1482.9567,1462.79,1451.3687
10,1,False,right,approach,neg,insect12_crop.jpg,1,1,1.0,9.0,1,1485.5885,58.0,1.0,EAT                                    DON'T EAT,1484.9752,1462.79,1451.3687
11,0,False,right,avoid,pos,meat22_crop.jpg,1,2,1.0,10.0,--,--,58.0,2.0,EAT                                    DON'T EAT,1504.8584,1500.8381,1451.3687
12,0,False,right,avoid,pos,meat1_crop.jpg,1,2,1.0,11.0,--,--,58.0,2.0,EAT                                    DON'T EAT,1506.8767,1500.8381,1451.3687
13,0,False,right,avoid,pos,meat15_crop.jpg,1,2,1.0,12.0,--,--,58.0,2.0,EAT                                    DON'T EAT,1508.895,1500.8381,1451.3687
14,0,True,right,approach,neg,insect24_crop.jpg,1,2,1.0,13.0,1,1511.7612,58.0,2.0,EAT                                    DON'T EAT,1510.9135,1500.8381,1451.3687
15,0,False,right,avoid,pos,meat30_crop.jpg,1,2,1.0,14.0,--,--,58.0,2.0,EAT                                    DON'T EAT,1512.9318,1500.8381,1451.3687
16,0,True,right,approach,pos,cake40_crop.jpg,1,2,1.0,15.0,1,1515.8885,58.0,2.0,EAT                                    DON'T EAT,1514.9501,1500.8381,1451.3687
17,0,False,right,avoid,pos,meat21_crop.jpg,1,2,1.0,16.0,--,--,58.0,2.0,EAT                                    DON'T EAT,1516.9683,1500.8381,1451.3687
18,0,False,right,avoid,pos,meat12_crop.jpg,1,2,1.0,17.0,--,--,58.0,2.0,EAT                                    DON'T EAT,1518.9867,1500.8381,1451.3687
19,0,False,right,avoid,pos,meat36_crop.jpg,1,2,1.0,18.0,--,--,58.0,2.0,EAT                                    DON'T EAT,1521.0049,1500.8381,1451.3687
20,0,False,right,avoid,pos,meat34_crop.jpg,1,2,1.0,19.0,--,--,58.0,2.0,EAT                                    DON'T EAT,1523.0236,1500.8381,1451.3687
21,0,False,right,approach,neg,insect20_crop.jpg,1,3,1.0,20.0,1,1540.9506,58.0,3.0,EAT                                    DON'T EAT,1539.8374,1535.8175,1451.3687
22,0,False,right,approach,neg,insect38_crop.jpg,1,3,1.0,21.0,1,1542.482,58.0,3.0,EAT                                    DON'T EAT,1541.8557,1535.8175,1451.3687
23,0,False,right,approach,neg,insect4_crop.jpg,1,3,1.0,22.0,1,1544.4578,58.0,3.0,EAT                                    DON'T EAT,1543.8741,1535.8175,1451.3687
24,0,False,right,approach,neg,insect1_crop.jpg,1,3,1.0,23.0,1,1546.8223,58.0,3.0,EAT                                    DON'T EAT,1545.8925,1535.8175,1451.3687
25,0,True,right,avoid,neg,fungus9_crop.jpg,1,3,1.0,24.0,--,--,58.0,3.0,EAT                                    DON'T EAT,1547.9108,1535.8175,1451.3687
26,0,False,right,approach,neg,insect5_crop.jpg,1,3,1.0,25.0,1,1550.6228,58.0,3.0,EAT                                    DON'T EAT,1549.929,1535.8175,1451.3687
27,0,False,right,approach,neg,insect11_crop.jpg,1,3,1.0,26.0,1,1552.642,58.0,3.0,EAT                                    DON'T EAT,1551.9475,1535.8175,1451.3687
28,0,False,right,approach,neg,insect39_crop.jpg,1,3,1.0,27.0,1,1554.6224,58.0,3.0,EAT                                    DON'T EAT,1553.9656,1535.8175,1451.3687
29,0,False,right,approach,neg,insect3_crop.jpg,1,3,1.0,28.0,1,1556.693,58.0,3.0,EAT                                    DON'T EAT,1555.9841,1535.8175,1451.3687
30,0,True,right,avoid,pos,meat6_crop.jpg,1,3,1.0,29.0,--,--,58.0,3.0,EAT                                    DON'T EAT,1558.0024,1535.8175,1451.3687
31,2,True,right,approach,pos,cake3_crop.jpg,1,4,1.0,30.0,1,1576.6189,58.0,4.0,EAT                                    DON'T EAT,1575.684,1571.6637,1451.3687
32,2,False,right,avoid,neg,fungus16_crop.jpg,1,4,1.0,31.0,--,--,58.0,4.0,EAT                                    DON'T EAT,1577.7021,1571.6637,1451.3687
33,2,True,right,approach,neg,insect21_crop.jpg,1,4,1.0,32.0,1,1580.4541,58.0,4.0,EAT                                    DON'T EAT,1579.7207,1571.6637,1451.3687
34,2,False,right,avoid,neg,fungus36_crop.jpg,1,4,1.0,33.0,--,--,58.0,4.0,EAT                                    DON'T EAT,1581.739,1571.6637,1451.3687
35,2,False,right,avoid,neg,fungus4_crop.jpg,1,4,1.0,34.0,--,--,58.0,4.0,EAT                                    DON'T EAT,1583.7573,1571.6637,1451.3687
36,2,False,right,avoid,neg,fungus34_crop.jpg,1,4,1.0,35.0,--,--,58.0,4.0,EAT                                    DON'T EAT,1585.7754,1571.6637,1451.3687
37,2,False,right,avoid,neg,fungus13_crop.jpg,1,4,1.0,36.0,--,--,58.0,4.0,EAT                                    DON'T EAT,1587.794,1571.6637,1451.3687
38,2,False,right,avoid,neg,fungus20_crop.jpg,1,4,1.0,37.0,--,--,58.0,4.0,EAT                                    DON'T EAT,1589.8121,1571.6637,1451.3687
39,2,False,right,avoid,neg,fungus38_crop.jpg,1,4,1.0,38.0,--,--,58.0,4.0,EAT                                    DON'T EAT,1591.8306,1571.6637,1451.3687
40,2,False,right,avoid,neg,fungus33_crop.jpg,1,4,1.0,39.0,--,--,58.0,4.0,EAT                                    DON'T EAT,1593.8489,1571.6637,1451.3687
41,1,True,right,approach,pos,cake2_crop.jpg,1,5,1.0,40.0,1,1611.9526,58.0,5.0,EAT                                    DON'T EAT,1611.0632,1607.0432,1451.3687
42,1,False,right,avoid,neg,fungus27_crop.jpg,1,5,1.0,41.0,--,--,58.0,5.0,EAT                                    DON'T EAT,1613.0815,1607.0432,1451.3687
43,1,False,right,avoid,neg,fungus10_crop.jpg,1,5,1.0,42.0,--,--,58.0,5.0,EAT                                    DON'T EAT,1615.0999,1607.0432,1451.3687
44,1,False,right,avoid,neg,fungus40_crop.jpg,1,5,1.0,43.0,--,--,58.0,5.0,EAT                                    DON'T EAT,1617.1183,1607.0432,1451.3687
45,1,False,right,avoid,neg,fungus35_crop.jpg,1,5,1.0,44.0,--,--,58.0,5.0,EAT                                    DON'T EAT,1619.1366,1607.0432,1451.3687
46,1,False,right,avoid,neg,fungus26_crop.jpg,1,5,1.0,45.0,--,--,58.0,5.0,EAT                                    DON'T EAT,1621.155,1607.0432,1451.3687
47,1,False,right,avoid,neg,fungus25_crop.jpg,1,5,1.0,46.0,--,--,58.0,5.0,EAT                                    DON'T EAT,1623.1733,1607.0432,1451.3687
48,1,False,right,avoid,neg,fungus2_crop.jpg,1,5,1.0,47.0,--,--,58.0,5.0,EAT                                    DON'T EAT,1625.1917,1607.0432,1451.3687
49,1,False,right,avoid,neg,fungus11_crop.jpg,1,5,1.0,48.0,--,--,58.0,5.0,EAT                                    DON'T EAT,1627.21,1607.0432,1451.3687
