TrialNumber,finger,hand,ran,order,hand_localiser_onset
1,index,left,1.0,0.0,(1666.4753897999763, 1686.4756683000014)
2,index,right,1.0,1.0,(1690.5119272000156, 1710.5121333000134)
3,middle,left,1.0,2.0,(1714.5486842999817, 1734.5488085999968)
4,middle,right,1.0,3.0,(1738.5682381999795, 1758.5685510999756)
5,ring,left,1.0,4.0,(1762.60529029998, 1782.6053168000071)
6,ring,right,1.0,5.0,(1786.641750300012, 1806.642085200001)
7,pinky,left,1.0,6.0,(1810.6617130999803, 1830.662551300018)
8,pinky,right,1.0,7.0,(1834.681361199997, 1854.6819126000046)
