subject,trial_number,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,subject_number,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response,time_of_response,response_hand,response_cleaned,response_lat,response_lat_cleaned,response_meaning,response_meaning_cleaned,condition_mot,condition_val,condition,correct,correct_cleaned,rt
sub-057,27,2,FALSE,left,approach,neg,insect27_crop.jpg,1,3,TRUE,26,57,DON'T EAT                                    EAT,1835.5399,1819.4098,1733.7006,2,1836.6099,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,1070
sub-057,28,2,FALSE,left,approach,neg,insect19_crop.jpg,1,3,TRUE,27,57,DON'T EAT                                    EAT,1837.5576,1819.4098,1733.7006,2,1838.4143,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,856.6999999997206
sub-057,29,2,FALSE,left,approach,neg,insect17_crop.jpg,1,3,TRUE,28,57,DON'T EAT                                    EAT,1839.5765,1819.4098,1733.7006,2,1840.1946,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,618.1000000000931
sub-057,30,2,FALSE,left,approach,neg,insect23_crop.jpg,1,3,TRUE,29,57,DON'T EAT                                    EAT,1841.5948,1819.4098,1733.7006,2,1842.579,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,984.1999999999534
sub-057,31,2,FALSE,right,approach,pos,cake32_crop.jpg,1,4,TRUE,30,57,DON'T EAT                                    EAT,1858.3755,1854.355,1733.7006,2,1859.3923,left,2,right,right,eat,eat,approach,pos,approach-pos,1,1,1016.8000000000466
sub-057,32,2,TRUE,right,avoid,pos,meat17_crop.jpg,1,4,TRUE,31,57,DON'T EAT                                    EAT,1860.3934,1854.355,1733.7006,1,1861.7566,left,1,left,left,not_eat,not_eat,approach,pos,approach-pos,1,1,1363.1999999999534
sub-057,33,2,FALSE,right,approach,pos,cake14_crop.jpg,1,4,TRUE,32,57,DON'T EAT                                    EAT,1862.4116,1854.355,1733.7006,2,1863.2053,left,2,right,right,eat,eat,approach,pos,approach-pos,1,1,793.7000000001863
sub-057,34,2,FALSE,right,approach,pos,cake30_crop.jpg,1,4,TRUE,33,57,DON'T EAT                                    EAT,1864.4305,1854.355,1733.7006,2,1865.2058,left,2,right,right,eat,eat,approach,pos,approach-pos,1,1,775.3000000000466
sub-057,35,2,TRUE,right,avoid,neg,fungus36_crop.jpg,1,4,TRUE,34,57,DON'T EAT                                    EAT,1866.4489,1854.355,1733.7006,1,1867.2345,left,1,left,left,not_eat,not_eat,approach,pos,approach-pos,1,1,785.5999999998603
sub-057,36,2,FALSE,right,approach,pos,cake7_crop.jpg,1,4,TRUE,35,57,DON'T EAT                                    EAT,1868.4673,1854.355,1733.7006,2,1869.1583,left,2,right,right,eat,eat,approach,pos,approach-pos,1,1,691
sub-057,37,2,FALSE,right,approach,pos,cake15_crop.jpg,1,4,TRUE,36,57,DON'T EAT                                    EAT,1870.4851,1854.355,1733.7006,1,1871.4926,left,1,left,left,not_eat,not_eat,approach,pos,approach-pos,0,0,1007.5
sub-057,38,2,FALSE,right,approach,pos,cake38_crop.jpg,1,4,TRUE,37,57,DON'T EAT                                    EAT,1872.504,1854.355,1733.7006,2,1873.2168,left,2,right,right,eat,eat,approach,pos,approach-pos,1,1,712.7999999998137
sub-057,39,2,FALSE,right,approach,pos,cake27_crop.jpg,1,4,TRUE,38,57,DON'T EAT                                    EAT,1874.5219,1854.355,1733.7006,2,1875.1869,left,2,right,right,eat,eat,approach,pos,approach-pos,1,1,665
sub-057,40,2,FALSE,right,approach,pos,cake24_crop.jpg,1,4,TRUE,39,57,DON'T EAT                                    EAT,1876.5405,1854.355,1733.7006,2,1877.117,left,2,right,right,eat,eat,approach,pos,approach-pos,1,1,576.5
sub-057,41,2,FALSE,right,avoid,neg,fungus39_crop.jpg,1,5,TRUE,40,57,DON'T EAT                                    EAT,1895.9398,1891.9362,1733.7006,1,1897.1372,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1197.3999999999069
sub-057,42,2,FALSE,right,avoid,neg,fungus38_crop.jpg,1,5,TRUE,41,57,DON'T EAT                                    EAT,1897.9584,1891.9362,1733.7006,1,1898.7754,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,817
sub-057,43,2,FALSE,right,avoid,neg,fungus31_crop.jpg,1,5,TRUE,42,57,DON'T EAT                                    EAT,1899.9768,1891.9362,1733.7006,1,1900.9098,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,933
sub-057,44,2,TRUE,right,approach,neg,insect26_crop.jpg,1,5,TRUE,43,57,DON'T EAT                                    EAT,1901.995,1891.9362,1733.7006,2,1902.7921,left,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,797.0999999998603
sub-057,45,2,FALSE,right,avoid,neg,fungus20_crop.jpg,1,5,TRUE,44,57,DON'T EAT                                    EAT,1904.0134,1891.9362,1733.7006,1,1904.7788,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,765.3999999999069
sub-057,46,2,FALSE,right,avoid,neg,fungus5_crop.jpg,1,5,TRUE,45,57,DON'T EAT                                    EAT,1906.0317,1891.9362,1733.7006,1,1906.9858,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,954.0999999998603
sub-057,47,2,FALSE,right,avoid,neg,fungus37_crop.jpg,1,5,TRUE,46,57,DON'T EAT                                    EAT,1908.0502,1891.9362,1733.7006,1,1909.1067,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1056.5
sub-057,48,2,FALSE,right,avoid,neg,fungus30_crop.jpg,1,5,TRUE,47,57,DON'T EAT                                    EAT,1910.0682,1891.9362,1733.7006,1,1910.8439,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,775.7000000001863
sub-057,49,2,TRUE,right,approach,pos,cake6_crop.jpg,1,5,TRUE,48,57,DON'T EAT                                    EAT,1912.0868,1891.9362,1733.7006,2,1912.8198,left,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,733
sub-057,50,2,FALSE,right,avoid,neg,fungus1_crop.jpg,1,5,TRUE,49,57,DON'T EAT                                    EAT,1914.1051,1891.9362,1733.7006,1,1914.8695,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,764.3999999999069
sub-057,51,2,TRUE,right,avoid,pos,meat23_crop.jpg,1,6,TRUE,50,57,DON'T EAT                                    EAT,1930.2686,1926.2483,1733.7006,1,1931.486,left,1,left,left,not_eat,not_eat,approach,neg,approach-neg,1,1,1217.3999999999069
sub-057,52,2,FALSE,right,approach,neg,insect18_crop.jpg,1,6,TRUE,51,57,DON'T EAT                                    EAT,1932.2863,1926.2483,1733.7006,2,1933.0819,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,795.5999999998603
sub-057,53,2,FALSE,right,approach,neg,insect32_crop.jpg,1,6,TRUE,52,57,DON'T EAT                                    EAT,1934.3052,1926.2483,1733.7006,2,1934.9226,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,617.4000000001397
sub-057,54,2,FALSE,right,approach,neg,insect8_crop.jpg,1,6,TRUE,53,57,DON'T EAT                                    EAT,1936.3232,1926.2483,1733.7006,2,1936.9323,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,609.1000000000931
sub-057,55,2,FALSE,right,approach,neg,insect14_crop.jpg,1,6,TRUE,54,57,DON'T EAT                                    EAT,1938.3419,1926.2483,1733.7006,2,1938.8873,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,545.4000000001397
sub-057,56,2,FALSE,right,approach,neg,insect17_crop.jpg,1,6,TRUE,55,57,DON'T EAT                                    EAT,1940.3601,1926.2483,1733.7006,2,1940.895,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,534.8999999999069
sub-057,57,2,FALSE,right,approach,neg,insect25_crop.jpg,1,6,TRUE,56,57,DON'T EAT                                    EAT,1942.3787,1926.2483,1733.7006,2,1942.8396,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,460.9000000001397
sub-057,58,2,TRUE,right,avoid,neg,fungus3_crop.jpg,1,6,TRUE,57,57,DON'T EAT                                    EAT,1944.3967,1926.2483,1733.7006,1,1945.1627,left,1,left,left,not_eat,not_eat,approach,neg,approach-neg,1,1,766.0000000002328
sub-057,59,2,FALSE,right,approach,neg,insect10_crop.jpg,1,6,TRUE,58,57,DON'T EAT                                    EAT,1946.4153,1926.2483,1733.7006,2,1947.2139,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,798.6000000000931
sub-057,60,2,FALSE,right,approach,neg,insect28_crop.jpg,1,6,TRUE,59,57,DON'T EAT                                    EAT,1948.4333,1926.2483,1733.7006,2,1949.1879,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,754.6000000000931
sub-057,61,1,FALSE,right,approach,neg,insect21_crop.jpg,1,7,TRUE,60,57,DON'T EAT                                    EAT,1966.1984,1962.1781,1733.7006,2,1967.2245,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,1026.1000000000931
sub-057,62,1,FALSE,right,approach,neg,insect9_crop.jpg,1,7,TRUE,61,57,DON'T EAT                                    EAT,1968.2169,1962.1781,1733.7006,2,1969.0254,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,808.5
sub-057,63,1,TRUE,right,avoid,neg,fungus40_crop.jpg,1,7,TRUE,62,57,DON'T EAT                                    EAT,1970.2351,1962.1781,1733.7006,1,1971.2394,left,1,left,left,not_eat,not_eat,approach,neg,approach-neg,1,1,1004.2999999998137
sub-057,64,1,FALSE,right,approach,neg,insect4_crop.jpg,1,7,TRUE,63,57,DON'T EAT                                    EAT,1972.2533,1962.1781,1733.7006,2,1972.9349,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,681.5999999998603
sub-057,65,1,FALSE,right,approach,neg,insect30_crop.jpg,1,7,TRUE,64,57,DON'T EAT                                    EAT,1974.2717,1962.1781,1733.7006,2,1975.036,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,764.3000000000466
sub-057,66,1,FALSE,right,approach,neg,insect16_crop.jpg,1,7,TRUE,65,57,DON'T EAT                                    EAT,1976.29,1962.1781,1733.7006,2,1976.9796,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,689.5999999998603
sub-057,67,1,FALSE,right,approach,neg,insect3_crop.jpg,1,7,TRUE,66,57,DON'T EAT                                    EAT,1978.3085,1962.1781,1733.7006,2,1978.9589,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,650.4000000001397
sub-057,68,1,FALSE,right,approach,neg,insect2_crop.jpg,1,7,TRUE,67,57,DON'T EAT                                    EAT,1980.3265,1962.1781,1733.7006,2,1980.9136,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,587.1000000000931
sub-057,69,1,TRUE,right,avoid,pos,meat28_crop.jpg,1,7,TRUE,68,57,DON'T EAT                                    EAT,1982.3451,1962.1781,1733.7006,1,1983.2147,left,1,left,left,not_eat,not_eat,approach,neg,approach-neg,1,1,869.5999999998603
sub-057,70,1,FALSE,right,approach,neg,insect36_crop.jpg,1,7,TRUE,69,57,DON'T EAT                                    EAT,1984.3633,1962.1781,1733.7006,2,1985.4434,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,1080.1000000000931
sub-057,71,1,FALSE,left,avoid,pos,meat19_crop.jpg,1,8,TRUE,70,57,DON'T EAT                                    EAT,2002.4451,1998.4253,1733.7006,1,2003.3472,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,902.1000000000931
sub-057,72,1,FALSE,left,avoid,pos,meat14_crop.jpg,1,8,TRUE,71,57,DON'T EAT                                    EAT,2004.4635,1998.4253,1733.7006,1,2005.2599,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,796.3999999999069
sub-057,73,1,FALSE,left,avoid,pos,meat16_crop.jpg,1,8,TRUE,72,57,DON'T EAT                                    EAT,2006.4819,1998.4253,1733.7006,1,2007.1538,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,671.9000000001397
sub-057,74,1,FALSE,left,avoid,pos,meat36_crop.jpg,1,8,TRUE,73,57,DON'T EAT                                    EAT,2008.5002,1998.4253,1733.7006,1,2009.0885,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,588.3000000000466
sub-057,75,1,FALSE,left,avoid,pos,meat38_crop.jpg,1,8,TRUE,74,57,DON'T EAT                                    EAT,2010.5186,1998.4253,1733.7006,1,2011.0938,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,575.1999999999534
sub-057,76,1,FALSE,left,avoid,pos,meat22_crop.jpg,1,8,TRUE,75,57,DON'T EAT                                    EAT,2012.5366,1998.4253,1733.7006,1,2013.214,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,677.4000000001397
sub-057,77,1,TRUE,left,approach,neg,insect33_crop.jpg,1,8,TRUE,76,57,DON'T EAT                                    EAT,2014.5552,1998.4253,1733.7006,2,2015.279,left,2,right,right,eat,eat,avoid,pos,avoid-pos,1,1,723.8000000000466
sub-057,78,1,FALSE,left,avoid,pos,meat27_crop.jpg,1,8,TRUE,77,57,DON'T EAT                                    EAT,2016.5732,1998.4253,1733.7006,1,2017.328,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,754.8000000000466
sub-057,79,1,TRUE,left,approach,pos,cake8_crop.jpg,1,8,TRUE,78,57,DON'T EAT                                    EAT,2018.5919,1998.4253,1733.7006,2,2019.3353,left,2,right,right,eat,eat,avoid,pos,avoid-pos,1,1,743.4000000001397
sub-057,80,1,FALSE,left,avoid,pos,meat37_crop.jpg,1,8,TRUE,79,57,DON'T EAT                                    EAT,2020.6102,1998.4253,1733.7006,1,2021.3428,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,732.5999999996275
sub-057,81,0,TRUE,right,approach,pos,cake9_crop.jpg,2,9,TRUE,80,57,DON'T EAT                                    EAT,2364.112,2360.0918,2349.0005,2,2365.044,right,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,932
sub-057,82,0,FALSE,right,avoid,neg,fungus2_crop.jpg,2,9,TRUE,81,57,DON'T EAT                                    EAT,2366.1304,2360.0918,2349.0005,1,2366.8965,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,766.1000000000931
sub-057,83,0,FALSE,right,avoid,neg,fungus7_crop.jpg,2,9,TRUE,82,57,DON'T EAT                                    EAT,2368.1482,2360.0918,2349.0005,1,2369.0178,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,869.6000000000931
sub-057,84,0,FALSE,right,avoid,neg,fungus24_crop.jpg,2,9,TRUE,83,57,DON'T EAT                                    EAT,2370.1672,2360.0918,2349.0005,1,2370.827,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,659.8000000002794
sub-057,85,0,FALSE,right,avoid,neg,fungus17_crop.jpg,2,9,TRUE,84,57,DON'T EAT                                    EAT,2372.1855,2360.0918,2349.0005,1,2372.8584,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,672.8999999999069
sub-057,86,0,FALSE,right,avoid,neg,fungus35_crop.jpg,2,9,TRUE,85,57,DON'T EAT                                    EAT,2374.204,2360.0918,2349.0005,1,2374.99,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,786
sub-057,87,0,FALSE,right,avoid,neg,fungus13_crop.jpg,2,9,TRUE,86,57,DON'T EAT                                    EAT,2376.2224,2360.0918,2349.0005,1,2376.9495,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,727.1000000000931
sub-057,88,0,FALSE,right,avoid,neg,fungus21_crop.jpg,2,9,TRUE,87,57,DON'T EAT                                    EAT,2378.24,2360.0918,2349.0005,1,2378.8892,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,649.2000000001863
sub-057,89,0,TRUE,right,approach,neg,insect39_crop.jpg,2,9,TRUE,88,57,DON'T EAT                                    EAT,2380.259,2360.0918,2349.0005,2,2381.0017,right,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,742.6999999997206
sub-057,90,0,FALSE,right,avoid,neg,fungus22_crop.jpg,2,9,TRUE,89,57,DON'T EAT                                    EAT,2382.2773,2360.0918,2349.0005,1,2382.9268,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,649.5
sub-057,91,1,FALSE,right,avoid,pos,meat7_crop.jpg,2,10,TRUE,90,57,DON'T EAT                                    EAT,2401.0596,2397.0396,2349.0005,1,2402.1375,right,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1077.8999999999069
sub-057,92,1,TRUE,right,approach,neg,insect38_crop.jpg,2,10,TRUE,91,57,DON'T EAT                                    EAT,2403.078,2397.0396,2349.0005,2,2403.8647,right,2,right,right,eat,eat,avoid,pos,avoid-pos,1,1,786.7000000001863
sub-057,93,1,FALSE,right,avoid,pos,meat5_crop.jpg,2,10,TRUE,92,57,DON'T EAT                                    EAT,2405.0962,2397.0396,2349.0005,1,2405.797,right,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,700.7999999998137
sub-057,94,1,FALSE,right,avoid,pos,meat3_crop.jpg,2,10,TRUE,93,57,DON'T EAT                                    EAT,2407.1145,2397.0396,2349.0005,1,2407.8962,right,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,781.7000000001863
sub-057,95,1,FALSE,right,avoid,pos,meat32_crop.jpg,2,10,TRUE,94,57,DON'T EAT                                    EAT,2409.1328,2397.0396,2349.0005,1,2409.9292,right,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,796.4000000003725
sub-057,96,1,FALSE,right,avoid,pos,meat33_crop.jpg,2,10,TRUE,95,57,DON'T EAT                                    EAT,2411.1514,2397.0396,2349.0005,1,2412.1074,right,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,955.9999999995343
sub-057,97,1,FALSE,right,avoid,pos,meat22_crop.jpg,2,10,TRUE,96,57,DON'T EAT                                    EAT,2413.1692,2397.0396,2349.0005,1,2413.9534,right,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,784.2000000001863
sub-057,98,1,FALSE,right,avoid,pos,meat37_crop.jpg,2,10,TRUE,97,57,DON'T EAT                                    EAT,2415.188,2397.0396,2349.0005,1,2415.9827,right,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,794.7000000001863
sub-057,99,1,FALSE,right,avoid,pos,meat11_crop.jpg,2,10,TRUE,98,57,DON'T EAT                                    EAT,2417.206,2397.0396,2349.0005,1,2418.0205,right,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,814.5
sub-057,100,1,TRUE,right,approach,pos,cake8_crop.jpg,2,10,TRUE,99,57,DON'T EAT                                    EAT,2419.2246,2397.0396,2349.0005,2,2420.0532,right,2,right,right,eat,eat,avoid,pos,avoid-pos,1,1,828.5999999996275
sub-057,101,3,FALSE,left,avoid,neg,fungus8_crop.jpg,2,11,TRUE,100,57,DON'T EAT                                    EAT,2437.8728,2433.853,2349.0005,1,2438.7488,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,875.9999999995343
sub-057,102,3,FALSE,left,avoid,neg,fungus19_crop.jpg,2,11,TRUE,101,57,DON'T EAT                                    EAT,2439.8918,2433.853,2349.0005,1,2440.5618,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,670
sub-057,103,3,FALSE,left,avoid,neg,fungus37_crop.jpg,2,11,TRUE,102,57,DON'T EAT                                    EAT,2441.9102,2433.853,2349.0005,1,2442.614,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,703.8000000002794
sub-057,104,3,TRUE,left,approach,pos,cake10_crop.jpg,2,11,TRUE,103,57,DON'T EAT                                    EAT,2443.9285,2433.853,2349.0005,2,2444.8523,right,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,923.7999999998137
sub-057,105,3,FALSE,left,avoid,neg,fungus1_crop.jpg,2,11,TRUE,104,57,DON'T EAT                                    EAT,2445.9468,2433.853,2349.0005,1,2446.5967,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,649.8999999999069
sub-057,106,3,TRUE,left,approach,neg,insect7_crop.jpg,2,11,TRUE,105,57,DON'T EAT                                    EAT,2447.9646,2433.853,2349.0005,2,2448.6328,right,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,668.2000000001863
sub-057,107,3,FALSE,left,avoid,neg,fungus34_crop.jpg,2,11,TRUE,106,57,DON'T EAT                                    EAT,2449.9832,2433.853,2349.0005,1,2450.7283,right,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,745.1000000000931
