TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,0,False,left,approach,pos,cake29_crop.jpg,1,1,1.0,0.0,2,2057.41,59.0,1.0,DON'T EAT                                    EAT,2056.4067,2052.3867,2040.109
2,0,True,left,avoid,pos,meat35_crop.jpg,1,1,1.0,1.0,1,2059.7793,59.0,1.0,DON'T EAT                                    EAT,2058.4253,2052.3867,2040.109
3,0,False,left,approach,pos,cake32_crop.jpg,1,1,1.0,2.0,2,2061.5627,59.0,1.0,DON'T EAT                                    EAT,2060.4436,2052.3867,2040.109
4,0,False,left,approach,pos,cake34_crop.jpg,1,1,1.0,3.0,2,2064.0051,59.0,1.0,DON'T EAT                                    EAT,2062.4648,2052.3867,2040.109
5,0,False,left,approach,pos,cake8_crop.jpg,1,1,1.0,4.0,2,2065.7,59.0,1.0,DON'T EAT                                    EAT,2064.4827,2052.3867,2040.109
6,0,True,left,avoid,neg,fungus4_crop.jpg,1,1,1.0,5.0,1,2067.6086,59.0,1.0,DON'T EAT                                    EAT,2066.4985,2052.3867,2040.109
7,0,False,left,approach,pos,cake2_crop.jpg,1,1,1.0,6.0,2,2069.3657,59.0,1.0,DON'T EAT                                    EAT,2068.517,2052.3867,2040.109
8,0,False,left,approach,pos,cake39_crop.jpg,1,1,1.0,7.0,2,2071.5066,59.0,1.0,DON'T EAT                                    EAT,2070.5354,2052.3867,2040.109
9,0,False,left,approach,pos,cake18_crop.jpg,1,1,1.0,8.0,2,2073.7268,59.0,1.0,DON'T EAT                                    EAT,2072.5537,2052.3867,2040.109
10,0,False,left,approach,pos,cake22_crop.jpg,1,1,1.0,9.0,2,2075.52,59.0,1.0,DON'T EAT                                    EAT,2074.5723,2052.3867,2040.109
11,0,True,right,avoid,neg,fungus18_crop.jpg,1,2,1.0,10.0,1,2094.7234,59.0,2.0,DON'T EAT                                    EAT,2093.688,2089.668,2040.109
12,0,False,right,approach,neg,insect27_crop.jpg,1,2,1.0,11.0,2,2096.944,59.0,2.0,DON'T EAT                                    EAT,2095.7063,2089.668,2040.109
13,0,False,right,approach,neg,insect20_crop.jpg,1,2,1.0,12.0,2,2099.0232,59.0,2.0,DON'T EAT                                    EAT,2097.7246,2089.668,2040.109
14,0,False,right,approach,neg,insect18_crop.jpg,1,2,1.0,13.0,2,2100.5771,59.0,2.0,DON'T EAT                                    EAT,2099.743,2089.668,2040.109
