TrialNumber,finger,hand,ran,order,hand_localiser_onset
1,index,left,1.0,0.0,(3650.6802200000093, 3670.680452200002)
2,index,right,1.0,1.0,(3674.7002502999967, 3694.7004891000106)
3,middle,left,1.0,2.0,(3698.7201209000195, 3718.720165900013)
4,middle,right,1.0,3.0,(3722.7401186000207, 3742.7402333999926)
5,ring,left,1.0,4.0,(3746.75995040001, 3766.7603701000044)
6,ring,right,1.0,5.0,(3770.78004350001, 3790.7805067000154)
7,pinky,left,1.0,6.0,(3794.7999861999997, 3814.8000012999983)
8,pinky,right,1.0,7.0,(3818.8198787000147, 3838.8200889000145)
