TrialNumber,finger,hand,ran,order,hand_localiser_onset
1,index,left,1.0,0.0,(3887.8915931000374, 3907.8920309999958)
2,index,right,1.0,1.0,(3911.9288315000013, 3931.9289339000825)
3,middle,left,1.0,2.0,(3935.9653773000464, 3955.965497399913)
4,middle,right,1.0,3.0,(3960.0020467999857, 3980.0026571000926)
5,ring,left,1.0,4.0,(3984.02159889997, 4004.0217065000907)
6,ring,right,1.0,5.0,(4008.058517199941, 4028.0593526999)
7,pinky,left,1.0,6.0,(4032.0784889999777, 4052.0793882000726)
8,pinky,right,1.0,7.0,(4056.0982379999477, 4076.0986242000945)
