TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,1,False,left,approach,neg,insect15_crop.jpg,1,1,1.0,0.0,1,1929.958,110.0,1.0,EAT                                    DON'T EAT,1929.0177,1924.9977,1911.2314
2,1,False,left,approach,neg,insect3_crop.jpg,1,1,1.0,1.0,1,1931.6493,110.0,1.0,EAT                                    DON'T EAT,1931.036,1924.9977,1911.2314
3,1,False,left,approach,neg,insect28_crop.jpg,1,1,1.0,2.0,1,1933.6414,110.0,1.0,EAT                                    DON'T EAT,1933.0544,1924.9977,1911.2314
4,1,True,left,avoid,neg,fungus21_crop.jpg,1,1,1.0,3.0,2,1936.1589,110.0,1.0,EAT                                    DON'T EAT,1935.0756,1924.9977,1911.2314
5,1,False,left,approach,neg,insect21_crop.jpg,1,1,1.0,4.0,1,1937.8008,110.0,1.0,EAT                                    DON'T EAT,1937.0925,1924.9977,1911.2314
6,1,False,left,approach,neg,insect35_crop.jpg,1,1,1.0,5.0,1,1939.7122,110.0,1.0,EAT                                    DON'T EAT,1939.109,1924.9977,1911.2314
7,1,False,left,approach,neg,insect20_crop.jpg,1,1,1.0,6.0,1,1941.6464,110.0,1.0,EAT                                    DON'T EAT,1941.1278,1924.9977,1911.2314
8,1,False,left,approach,neg,insect19_crop.jpg,1,1,1.0,7.0,1,1943.662,110.0,1.0,EAT                                    DON'T EAT,1943.1454,1924.9977,1911.2314
9,1,True,left,avoid,pos,meat10_crop.jpg,1,1,1.0,8.0,2,1946.096,110.0,1.0,EAT                                    DON'T EAT,1945.1644,1924.9977,1911.2314
10,1,False,left,approach,neg,insect1_crop.jpg,1,1,1.0,9.0,1,1947.7865,110.0,1.0,EAT                                    DON'T EAT,1947.1827,1924.9977,1911.2314
11,1,False,left,avoid,pos,meat18_crop.jpg,1,2,1.0,10.0,2,1966.7279,110.0,2.0,EAT                                    DON'T EAT,1965.6814,1961.6611,1911.2314
12,1,False,left,avoid,pos,meat34_crop.jpg,1,2,1.0,11.0,2,1968.6082,110.0,2.0,EAT                                    DON'T EAT,1967.7,1961.6611,1911.2314
13,1,False,left,avoid,pos,meat7_crop.jpg,1,2,1.0,12.0,2,1970.3511,110.0,2.0,EAT                                    DON'T EAT,1969.718,1961.6611,1911.2314
14,1,True,left,approach,neg,insect5_crop.jpg,1,2,1.0,13.0,1,1972.4884,110.0,2.0,EAT                                    DON'T EAT,1971.7363,1961.6611,1911.2314
15,1,False,left,avoid,pos,meat31_crop.jpg,1,2,1.0,14.0,2,1974.5193,110.0,2.0,EAT                                    DON'T EAT,1973.7549,1961.6611,1911.2314
16,1,False,left,avoid,pos,meat38_crop.jpg,1,2,1.0,15.0,2,1976.3761,110.0,2.0,EAT                                    DON'T EAT,1975.773,1961.6611,1911.2314
17,1,True,left,approach,pos,cake4_crop.jpg,1,2,1.0,16.0,1,1978.7416,110.0,2.0,EAT                                    DON'T EAT,1977.7914,1961.6611,1911.2314
18,1,False,left,avoid,pos,meat39_crop.jpg,1,2,1.0,17.0,2,1980.5585,110.0,2.0,EAT                                    DON'T EAT,1979.8098,1961.6611,1911.2314
19,1,False,left,avoid,pos,meat13_crop.jpg,1,2,1.0,18.0,2,1982.4724,110.0,2.0,EAT                                    DON'T EAT,1981.8281,1961.6611,1911.2314
20,1,False,left,avoid,pos,meat17_crop.jpg,1,2,1.0,19.0,2,1984.6195,110.0,2.0,EAT                                    DON'T EAT,1983.8463,1961.6611,1911.2314
21,1,False,right,approach,pos,cake1_crop.jpg,1,3,1.0,20.0,1,2003.5977,110.0,3.0,EAT                                    DON'T EAT,2002.7122,1998.6919,1911.2314
22,1,False,right,approach,pos,cake11_crop.jpg,1,3,1.0,21.0,1,2005.3776,110.0,3.0,EAT                                    DON'T EAT,2004.7305,1998.6919,1911.2314
23,1,True,right,avoid,pos,meat38_crop.jpg,1,3,1.0,22.0,2,2007.4894,110.0,3.0,EAT                                    DON'T EAT,2006.7488,1998.6919,1911.2314
24,1,False,right,approach,pos,cake13_crop.jpg,1,3,1.0,23.0,1,2009.3799,110.0,3.0,EAT                                    DON'T EAT,2008.7672,1998.6919,1911.2314
25,1,True,right,avoid,neg,fungus12_crop.jpg,1,3,1.0,24.0,2,2012.151,110.0,3.0,EAT                                    DON'T EAT,2010.7855,1998.6919,1911.2314
26,1,False,right,approach,pos,cake17_crop.jpg,1,3,1.0,25.0,1,2013.4286,110.0,3.0,EAT                                    DON'T EAT,2012.8038,1998.6919,1911.2314
27,1,False,right,approach,pos,cake5_crop.jpg,1,3,1.0,26.0,1,2015.3607,110.0,3.0,EAT                                    DON'T EAT,2014.8223,1998.6919,1911.2314
28,1,False,right,approach,pos,cake16_crop.jpg,1,3,1.0,27.0,1,2017.4944,110.0,3.0,EAT                                    DON'T EAT,2016.8402,1998.6919,1911.2314
29,1,False,right,approach,pos,cake30_crop.jpg,1,3,1.0,28.0,1,2019.449,110.0,3.0,EAT                                    DON'T EAT,2018.8588,1998.6919,1911.2314
30,1,False,right,approach,pos,cake9_crop.jpg,1,3,1.0,29.0,1,2021.4781,110.0,3.0,EAT                                    DON'T EAT,2020.8772,1998.6919,1911.2314
31,2,True,right,approach,neg,insect11_crop.jpg,1,4,1.0,30.0,1,2039.7267,110.0,4.0,EAT                                    DON'T EAT,2039.059,2035.0386,1911.2314
32,2,False,right,avoid,neg,fungus33_crop.jpg,1,4,1.0,31.0,2,2041.9113,110.0,4.0,EAT                                    DON'T EAT,2041.0771,2035.0386,1911.2314
33,2,False,right,avoid,neg,fungus16_crop.jpg,1,4,1.0,32.0,2,2043.8757,110.0,4.0,EAT                                    DON'T EAT,2043.0956,2035.0386,1911.2314
34,2,False,right,avoid,neg,fungus40_crop.jpg,1,4,1.0,33.0,2,2045.7894,110.0,4.0,EAT                                    DON'T EAT,2045.114,2035.0386,1911.2314
35,2,False,right,avoid,neg,fungus38_crop.jpg,1,4,1.0,34.0,2,2047.8721,110.0,4.0,EAT                                    DON'T EAT,2047.1323,2035.0386,1911.2314
36,2,False,right,avoid,neg,fungus17_crop.jpg,1,4,1.0,35.0,2,2049.9104,110.0,4.0,EAT                                    DON'T EAT,2049.1506,2035.0386,1911.2314
37,2,False,right,avoid,neg,fungus20_crop.jpg,1,4,1.0,36.0,2,2051.8994,110.0,4.0,EAT                                    DON'T EAT,2051.169,2035.0386,1911.2314
38,2,False,right,avoid,neg,fungus1_crop.jpg,1,4,1.0,37.0,2,2053.7656,110.0,4.0,EAT                                    DON'T EAT,2053.187,2035.0386,1911.2314
39,2,True,right,approach,pos,cake29_crop.jpg,1,4,1.0,38.0,1,2055.9055,110.0,4.0,EAT                                    DON'T EAT,2055.2056,2035.0386,1911.2314
