TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,3,False,right,approach,pos,cake13_crop.jpg,1,1,1.0,0.0,2,336.34854,55.0,1.0,DON'T EAT                                    EAT,334.73944,330.7193,318.77112
2,3,False,right,approach,pos,cake17_crop.jpg,1,1,1.0,1.0,2,337.6334,55.0,1.0,DON'T EAT                                    EAT,336.75772,330.7193,318.77112
3,3,False,right,approach,pos,cake20_crop.jpg,1,1,1.0,2.0,2,339.52835,55.0,1.0,DON'T EAT                                    EAT,338.776,330.7193,318.77112
4,3,True,right,avoid,neg,fungus34_crop.jpg,1,1,1.0,3.0,1,342.05035,55.0,1.0,DON'T EAT                                    EAT,340.79434,330.7193,318.77112
5,3,False,right,approach,pos,cake32_crop.jpg,1,1,1.0,4.0,2,343.71906,55.0,1.0,DON'T EAT                                    EAT,342.81552,330.7193,318.77112
6,3,False,right,approach,pos,cake40_crop.jpg,1,1,1.0,5.0,2,345.46774,55.0,1.0,DON'T EAT                                    EAT,344.83304,330.7193,318.77112
7,3,False,right,approach,pos,cake23_crop.jpg,1,1,1.0,6.0,2,347.69586,55.0,1.0,DON'T EAT                                    EAT,346.8494,330.7193,318.77112
8,3,True,right,avoid,pos,meat35_crop.jpg,1,1,1.0,7.0,1,349.9131,55.0,1.0,DON'T EAT                                    EAT,348.86783,330.7193,318.77112
9,3,False,right,approach,pos,cake12_crop.jpg,1,1,1.0,8.0,2,351.6688,55.0,1.0,DON'T EAT                                    EAT,350.88614,330.7193,318.77112
10,3,False,right,approach,pos,cake29_crop.jpg,1,1,1.0,9.0,2,353.62738,55.0,1.0,DON'T EAT                                    EAT,352.90445,330.7193,318.77112
11,1,False,right,avoid,pos,meat31_crop.jpg,1,2,1.0,10.0,1,370.9729,55.0,2.0,DON'T EAT                                    EAT,369.18463,365.16434,318.77112
12,1,True,right,approach,pos,cake37_crop.jpg,1,2,1.0,11.0,2,372.13226,55.0,2.0,DON'T EAT                                    EAT,371.20276,365.16434,318.77112
13,1,True,right,approach,neg,insect21_crop.jpg,1,2,1.0,12.0,2,374.2639,55.0,2.0,DON'T EAT                                    EAT,373.22107,365.16434,318.77112
14,1,False,right,avoid,pos,meat39_crop.jpg,1,2,1.0,13.0,1,376.2428,55.0,2.0,DON'T EAT                                    EAT,375.23978,365.16434,318.77112
15,1,False,right,avoid,pos,meat5_crop.jpg,1,2,1.0,14.0,1,378.1888,55.0,2.0,DON'T EAT                                    EAT,377.25803,365.16434,318.77112
16,1,False,right,avoid,pos,meat7_crop.jpg,1,2,1.0,15.0,1,380.13327,55.0,2.0,DON'T EAT                                    EAT,379.2764,365.16434,318.77112
17,1,False,right,avoid,pos,meat37_crop.jpg,1,2,1.0,16.0,1,382.04593,55.0,2.0,DON'T EAT                                    EAT,381.2947,365.16434,318.77112
18,1,False,right,avoid,pos,meat20_crop.jpg,1,2,1.0,17.0,1,384.1965,55.0,2.0,DON'T EAT                                    EAT,383.31274,365.16434,318.77112
19,1,False,right,avoid,pos,meat2_crop.jpg,1,2,1.0,18.0,1,386.13647,55.0,2.0,DON'T EAT                                    EAT,385.33142,365.16434,318.77112
20,1,False,right,avoid,pos,meat28_crop.jpg,1,2,1.0,19.0,1,388.1738,55.0,2.0,DON'T EAT                                    EAT,387.34988,365.16434,318.77112
21,3,False,right,avoid,pos,meat36_crop.jpg,1,3,1.0,20.0,1,405.3971,55.0,3.0,DON'T EAT                                    EAT,404.23026,400.21017,318.77112
22,3,True,right,approach,neg,insect37_crop.jpg,1,3,1.0,21.0,2,407.29697,55.0,3.0,DON'T EAT                                    EAT,406.2489,400.21017,318.77112
23,3,False,right,avoid,pos,meat4_crop.jpg,1,3,1.0,22.0,1,409.4752,55.0,3.0,DON'T EAT                                    EAT,408.2672,400.21017,318.77112
24,3,False,right,avoid,pos,meat23_crop.jpg,1,3,1.0,23.0,1,411.20636,55.0,3.0,DON'T EAT                                    EAT,410.2855,400.21017,318.77112
25,3,False,right,avoid,pos,meat9_crop.jpg,1,3,1.0,24.0,1,413.50644,55.0,3.0,DON'T EAT                                    EAT,412.30374,400.21017,318.77112
26,3,False,right,avoid,pos,meat8_crop.jpg,1,3,1.0,25.0,1,415.12854,55.0,3.0,DON'T EAT                                    EAT,414.32202,400.21017,318.77112
27,3,False,right,avoid,pos,meat19_crop.jpg,1,3,1.0,26.0,1,416.87756,55.0,3.0,DON'T EAT                                    EAT,416.3407,400.21017,318.77112
28,3,True,right,approach,pos,cake11_crop.jpg,1,3,1.0,27.0,2,419.0048,55.0,3.0,DON'T EAT                                    EAT,418.3588,400.21017,318.77112
29,3,False,right,avoid,pos,meat26_crop.jpg,1,3,1.0,28.0,1,420.914,55.0,3.0,DON'T EAT                                    EAT,420.37726,400.21017,318.77112
30,3,False,right,avoid,pos,meat34_crop.jpg,1,3,1.0,29.0,1,423.31705,55.0,3.0,DON'T EAT                                    EAT,422.39548,400.21017,318.77112
31,2,False,left,avoid,pos,meat33_crop.jpg,1,4,1.0,30.0,1,442.0113,55.0,4.0,DON'T EAT                                    EAT,440.91092,436.8909,318.77112
32,2,False,left,avoid,pos,meat28_crop.jpg,1,4,1.0,31.0,1,443.47662,55.0,4.0,DON'T EAT                                    EAT,442.92926,436.8909,318.77112
33,2,False,left,avoid,pos,meat22_crop.jpg,1,4,1.0,32.0,1,445.44318,55.0,4.0,DON'T EAT                                    EAT,444.94757,436.8909,318.77112
34,2,False,left,avoid,pos,meat30_crop.jpg,1,4,1.0,33.0,1,447.63098,55.0,4.0,DON'T EAT                                    EAT,446.96594,436.8909,318.77112
35,2,False,left,avoid,pos,meat29_crop.jpg,1,4,1.0,34.0,1,449.5149,55.0,4.0,DON'T EAT                                    EAT,448.98425,436.8909,318.77112
36,2,False,left,avoid,pos,meat26_crop.jpg,1,4,1.0,35.0,1,451.47122,55.0,4.0,DON'T EAT                                    EAT,451.00244,436.8909,318.77112
37,2,True,left,approach,pos,cake13_crop.jpg,1,4,1.0,36.0,2,453.83313,55.0,4.0,DON'T EAT                                    EAT,453.021,436.8909,318.77112
38,2,False,left,avoid,pos,meat3_crop.jpg,1,4,1.0,37.0,1,455.64825,55.0,4.0,DON'T EAT                                    EAT,455.0393,436.8909,318.77112
39,2,True,left,approach,neg,insect35_crop.jpg,1,4,1.0,38.0,2,457.72534,55.0,4.0,DON'T EAT                                    EAT,457.05722,436.8909,318.77112
40,2,False,left,avoid,pos,meat20_crop.jpg,1,4,1.0,39.0,1,459.67902,55.0,4.0,DON'T EAT                                    EAT,459.0759,436.8909,318.77112
41,0,True,right,avoid,neg,fungus23_crop.jpg,1,5,1.0,40.0,1,477.06128,55.0,5.0,DON'T EAT                                    EAT,475.58972,471.56934,318.77112
42,0,False,right,approach,neg,insect18_crop.jpg,1,5,1.0,41.0,2,478.33804,55.0,5.0,DON'T EAT                                    EAT,477.60803,471.56934,318.77112
43,0,False,right,approach,neg,insect8_crop.jpg,1,5,1.0,42.0,2,480.3541,55.0,5.0,DON'T EAT                                    EAT,479.62634,471.56934,318.77112
44,0,True,right,avoid,pos,meat17_crop.jpg,1,5,1.0,43.0,1,482.57263,55.0,5.0,DON'T EAT                                    EAT,481.64465,471.56934,318.77112
45,0,False,right,approach,neg,insect38_crop.jpg,1,5,1.0,44.0,2,484.28616,55.0,5.0,DON'T EAT                                    EAT,483.66245,471.56934,318.77112
46,0,False,right,approach,neg,insect13_crop.jpg,1,5,1.0,45.0,2,486.22382,55.0,5.0,DON'T EAT                                    EAT,485.6809,471.56934,318.77112
