TrialNumber,finger,hand,ran,order,hand_localiser_onset
1,index,left,1.0,0.0,(3371.269598999992, 3391.269686399959)
2,index,right,1.0,1.0,(3395.3062162999995, 3415.306315700058)
3,middle,left,1.0,2.0,(3419.3428861000575, 3439.3430933000054)
4,middle,right,1.0,3.0,(3443.3794934999896, 3463.379642999964)
5,ring,left,1.0,4.0,(3467.416118900059, 3487.4162076000357)
6,ring,right,1.0,5.0,(3491.452623600024, 3511.452891999972)
7,pinky,left,1.0,6.0,(3515.489390600007, 3535.489649700001)
8,pinky,right,1.0,7.0,(3539.525978200021, 3559.526223700028)
