TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,2,False,right,avoid,neg,fungus14_crop.jpg,1,1,1.0,0.0,2,1654.8887,48.0,1.0,EAT                                    DON'T EAT,1653.877,1649.8569,1639.2172
2,2,False,right,avoid,neg,fungus4_crop.jpg,1,1,1.0,1.0,2,1656.742,48.0,1.0,EAT                                    DON'T EAT,1655.8953,1649.8569,1639.2172
3,2,True,right,approach,neg,insect22_crop.jpg,1,1,1.0,2.0,1,1658.9906,48.0,1.0,EAT                                    DON'T EAT,1657.9132,1649.8569,1639.2172
4,2,False,right,avoid,neg,fungus32_crop.jpg,1,1,1.0,3.0,2,1660.9028,48.0,1.0,EAT                                    DON'T EAT,1659.9346,1649.8569,1639.2172
5,2,False,right,avoid,neg,fungus13_crop.jpg,1,1,1.0,4.0,2,1662.7549,48.0,1.0,EAT                                    DON'T EAT,1661.9521,1649.8569,1639.2172
6,2,True,right,approach,pos,cake18_crop.jpg,1,1,1.0,5.0,1,1664.8278,48.0,1.0,EAT                                    DON'T EAT,1663.9686,1649.8569,1639.2172
7,2,False,right,avoid,neg,fungus17_crop.jpg,1,1,1.0,6.0,2,1666.8254,48.0,1.0,EAT                                    DON'T EAT,1665.9869,1649.8569,1639.2172
8,2,False,right,avoid,neg,fungus10_crop.jpg,1,1,1.0,7.0,2,1668.7845,48.0,1.0,EAT                                    DON'T EAT,1668.0052,1649.8569,1639.2172
9,2,False,right,avoid,neg,fungus31_crop.jpg,1,1,1.0,8.0,2,1671.8823,48.0,1.0,EAT                                    DON'T EAT,1670.0232,1649.8569,1639.2172
10,2,False,right,avoid,neg,fungus34_crop.jpg,1,1,1.0,9.0,2,1672.901,48.0,1.0,EAT                                    DON'T EAT,1672.042,1649.8569,1639.2172
11,2,False,right,avoid,pos,meat32_crop.jpg,1,2,1.0,10.0,2,1691.3173,48.0,2.0,EAT                                    DON'T EAT,1690.1732,1686.1537,1639.2172
12,2,False,right,avoid,pos,meat22_crop.jpg,1,2,1.0,11.0,2,1693.0702,48.0,2.0,EAT                                    DON'T EAT,1692.192,1686.1537,1639.2172
13,2,False,right,avoid,pos,meat6_crop.jpg,1,2,1.0,12.0,2,1695.2257,48.0,2.0,EAT                                    DON'T EAT,1694.2106,1686.1537,1639.2172
14,2,False,right,avoid,pos,meat5_crop.jpg,1,2,1.0,13.0,2,1697.0869,48.0,2.0,EAT                                    DON'T EAT,1696.2286,1686.1537,1639.2172
15,2,False,right,avoid,pos,meat31_crop.jpg,1,2,1.0,14.0,2,1699.0483,48.0,2.0,EAT                                    DON'T EAT,1698.2466,1686.1537,1639.2172
16,2,False,right,avoid,pos,meat10_crop.jpg,1,2,1.0,15.0,2,1701.0264,48.0,2.0,EAT                                    DON'T EAT,1700.2649,1686.1537,1639.2172
17,2,False,right,avoid,pos,meat38_crop.jpg,1,2,1.0,16.0,2,1703.2783,48.0,2.0,EAT                                    DON'T EAT,1702.2839,1686.1537,1639.2172
18,2,False,right,avoid,pos,meat29_crop.jpg,1,2,1.0,17.0,2,1705.3273,48.0,2.0,EAT                                    DON'T EAT,1704.3021,1686.1537,1639.2172
19,2,True,right,approach,pos,cake2_crop.jpg,1,2,1.0,18.0,1,1707.2307,48.0,2.0,EAT                                    DON'T EAT,1706.3206,1686.1537,1639.2172
20,2,True,right,approach,neg,insect36_crop.jpg,1,2,1.0,19.0,1,1709.4021,48.0,2.0,EAT                                    DON'T EAT,1708.3389,1686.1537,1639.2172
21,3,True,left,approach,pos,cake20_crop.jpg,1,3,1.0,20.0,1,1729.7776,48.0,3.0,EAT                                    DON'T EAT,1728.2554,1724.235,1639.2172
22,3,False,left,avoid,neg,fungus13_crop.jpg,1,3,1.0,21.0,2,1731.1395,48.0,3.0,EAT                                    DON'T EAT,1730.2732,1724.235,1639.2172
23,3,False,left,avoid,neg,fungus40_crop.jpg,1,3,1.0,22.0,2,1732.9722,48.0,3.0,EAT                                    DON'T EAT,1732.292,1724.235,1639.2172
24,3,False,left,avoid,neg,fungus29_crop.jpg,1,3,1.0,23.0,2,1735.0598,48.0,3.0,EAT                                    DON'T EAT,1734.3103,1724.235,1639.2172
25,3,True,left,approach,neg,insect20_crop.jpg,1,3,1.0,24.0,1,1737.4486,48.0,3.0,EAT                                    DON'T EAT,1736.3286,1724.235,1639.2172
26,3,False,left,avoid,neg,fungus12_crop.jpg,1,3,1.0,25.0,2,1739.2444,48.0,3.0,EAT                                    DON'T EAT,1738.3469,1724.235,1639.2172
27,3,False,left,avoid,neg,fungus34_crop.jpg,1,3,1.0,26.0,2,1741.1064,48.0,3.0,EAT                                    DON'T EAT,1740.3651,1724.235,1639.2172
28,3,False,left,avoid,neg,fungus22_crop.jpg,1,3,1.0,27.0,2,1743.0388,48.0,3.0,EAT                                    DON'T EAT,1742.3838,1724.235,1639.2172
29,3,False,left,avoid,neg,fungus23_crop.jpg,1,3,1.0,28.0,2,1745.1628,48.0,3.0,EAT                                    DON'T EAT,1744.4021,1724.235,1639.2172
30,3,False,left,avoid,neg,fungus37_crop.jpg,1,3,1.0,29.0,2,1747.2322,48.0,3.0,EAT                                    DON'T EAT,1746.4204,1724.235,1639.2172
31,0,True,left,approach,neg,insect22_crop.jpg,1,4,1.0,30.0,1,1765.5338,48.0,4.0,EAT                                    DON'T EAT,1764.586,1760.5652,1639.2172
