subject,trial_number,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,subject_number,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response,time_of_response,response_hand,response_cleaned,response_lat,response_lat_cleaned,response_meaning,response_meaning_cleaned,condition_mot,condition_val,condition,correct,correct_cleaned,rt
sub-020,108,0,FALSE,right,approach,pos,cake24_crop.jpg,2,11,TRUE,107,20,EAT                                    DON'T EAT,2631.6482,2613.4995,2527.3127,1,2632.1929,left,1,left,left,eat,eat,approach,pos,approach-pos,1,1,544.6999999997206
sub-020,109,0,TRUE,right,avoid,neg,fungus4_crop.jpg,2,11,TRUE,108,20,EAT                                    DON'T EAT,2633.6665,2613.4995,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,approach,pos,approach-pos,NA,1,NA
sub-020,110,0,FALSE,right,approach,pos,cake8_crop.jpg,2,11,TRUE,109,20,EAT                                    DON'T EAT,2635.6848,2613.4995,2527.3127,1,2636.5847,left,1,left,left,eat,eat,approach,pos,approach-pos,1,1,899.8999999999069
sub-020,111,0,FALSE,left,approach,neg,insect3_crop.jpg,2,12,TRUE,110,20,EAT                                    DON'T EAT,2652.1313,2648.1118,2527.3127,1,2652.8596,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,728.2999999998137
sub-020,112,0,FALSE,left,approach,neg,insect34_crop.jpg,2,12,TRUE,111,20,EAT                                    DON'T EAT,2654.1501,2648.1118,2527.3127,1,2654.723,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,572.9000000003725
sub-020,113,0,TRUE,left,avoid,pos,meat11_crop.jpg,2,12,TRUE,112,20,EAT                                    DON'T EAT,2656.1685,2648.1118,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,114,0,FALSE,left,approach,neg,insect12_crop.jpg,2,12,TRUE,113,20,EAT                                    DON'T EAT,2658.1868,2648.1118,2527.3127,1,2658.992,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,805.2000000001863
sub-020,115,0,FALSE,left,approach,neg,insect10_crop.jpg,2,12,TRUE,114,20,EAT                                    DON'T EAT,2660.2053,2648.1118,2527.3127,1,2661.0745,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,869.1999999997206
sub-020,116,0,TRUE,left,avoid,neg,fungus23_crop.jpg,2,12,TRUE,115,20,EAT                                    DON'T EAT,2662.2231,2648.1118,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,117,0,FALSE,left,approach,neg,insect20_crop.jpg,2,12,TRUE,116,20,EAT                                    DON'T EAT,2664.242,2648.1118,2527.3127,1,2664.9414,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,699.4000000003725
sub-020,118,0,FALSE,left,approach,neg,insect36_crop.jpg,2,12,TRUE,117,20,EAT                                    DON'T EAT,2666.2603,2648.1118,2527.3127,1,2666.8223,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,562
sub-020,119,0,FALSE,left,approach,neg,insect39_crop.jpg,2,12,TRUE,118,20,EAT                                    DON'T EAT,2668.2786,2648.1118,2527.3127,1,2669.1582,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,879.5999999996275
sub-020,120,0,FALSE,left,approach,neg,insect1_crop.jpg,2,12,TRUE,119,20,EAT                                    DON'T EAT,2670.2969,2648.1118,2527.3127,1,2671.0295,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,732.6000000000931
sub-020,121,3,FALSE,right,avoid,pos,meat13_crop.jpg,2,13,TRUE,120,20,EAT                                    DON'T EAT,2688.0117,2683.9917,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,122,3,TRUE,right,approach,pos,cake32_crop.jpg,2,13,TRUE,121,20,EAT                                    DON'T EAT,2690.03,2683.9917,2527.3127,1,2690.9976,left,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,967.6000000000931
sub-020,123,3,FALSE,right,avoid,pos,meat2_crop.jpg,2,13,TRUE,122,20,EAT                                    DON'T EAT,2692.0483,2683.9917,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,124,3,FALSE,right,avoid,pos,meat31_crop.jpg,2,13,TRUE,123,20,EAT                                    DON'T EAT,2694.0667,2683.9917,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,125,3,FALSE,right,avoid,pos,meat26_crop.jpg,2,13,TRUE,124,20,EAT                                    DON'T EAT,2696.0852,2683.9917,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,126,3,TRUE,right,approach,neg,insect7_crop.jpg,2,13,TRUE,125,20,EAT                                    DON'T EAT,2698.1033,2683.9917,2527.3127,1,2698.8398,left,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,736.5
sub-020,127,3,FALSE,right,avoid,pos,meat35_crop.jpg,2,13,TRUE,126,20,EAT                                    DON'T EAT,2700.1218,2683.9917,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,128,3,FALSE,right,avoid,pos,meat9_crop.jpg,2,13,TRUE,127,20,EAT                                    DON'T EAT,2702.1401,2683.9917,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,129,3,FALSE,right,avoid,pos,meat11_crop.jpg,2,13,TRUE,128,20,EAT                                    DON'T EAT,2704.1584,2683.9917,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,130,3,FALSE,right,avoid,pos,meat3_crop.jpg,2,13,TRUE,129,20,EAT                                    DON'T EAT,2706.1768,2683.9917,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,131,1,FALSE,left,approach,neg,insect8_crop.jpg,2,14,TRUE,130,20,EAT                                    DON'T EAT,2722.8071,2718.7869,2527.3127,1,2723.6726,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,865.5
sub-020,132,1,FALSE,left,approach,neg,insect37_crop.jpg,2,14,TRUE,131,20,EAT                                    DON'T EAT,2724.8254,2718.7869,2527.3127,1,2725.855,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,1029.5999999996275
sub-020,133,1,FALSE,left,approach,neg,insect23_crop.jpg,2,14,TRUE,132,20,EAT                                    DON'T EAT,2726.844,2718.7869,2527.3127,1,2727.4023,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,558.3000000002794
sub-020,134,1,FALSE,left,approach,neg,insect9_crop.jpg,2,14,TRUE,133,20,EAT                                    DON'T EAT,2728.862,2718.7869,2527.3127,1,2729.5386,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,676.5999999996275
sub-020,135,1,FALSE,left,approach,neg,insect11_crop.jpg,2,14,TRUE,134,20,EAT                                    DON'T EAT,2730.8806,2718.7869,2527.3127,1,2731.3975,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,516.8999999999069
sub-020,136,1,FALSE,left,approach,neg,insect28_crop.jpg,2,14,TRUE,135,20,EAT                                    DON'T EAT,2732.899,2718.7869,2527.3127,1,2733.5574,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,658.4000000003725
sub-020,137,1,FALSE,left,approach,neg,insect15_crop.jpg,2,14,TRUE,136,20,EAT                                    DON'T EAT,2734.9172,2718.7869,2527.3127,1,2735.425,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,507.8000000002794
sub-020,138,1,TRUE,left,avoid,pos,meat33_crop.jpg,2,14,TRUE,137,20,EAT                                    DON'T EAT,2736.9358,2718.7869,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,139,1,TRUE,left,avoid,neg,fungus24_crop.jpg,2,14,TRUE,138,20,EAT                                    DON'T EAT,2738.9539,2718.7869,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,140,1,FALSE,left,approach,neg,insect7_crop.jpg,2,14,TRUE,139,20,EAT                                    DON'T EAT,2740.9724,2718.7869,2527.3127,1,2741.734,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,761.6000000000931
sub-020,141,1,FALSE,right,avoid,pos,meat5_crop.jpg,2,15,TRUE,140,20,EAT                                    DON'T EAT,2758.737,2754.7168,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,142,1,FALSE,right,avoid,pos,meat36_crop.jpg,2,15,TRUE,141,20,EAT                                    DON'T EAT,2760.7554,2754.7168,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,143,1,FALSE,right,avoid,pos,meat40_crop.jpg,2,15,TRUE,142,20,EAT                                    DON'T EAT,2762.7737,2754.7168,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,144,1,FALSE,right,avoid,pos,meat15_crop.jpg,2,15,TRUE,143,20,EAT                                    DON'T EAT,2764.792,2754.7168,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,145,1,FALSE,right,avoid,pos,meat34_crop.jpg,2,15,TRUE,144,20,EAT                                    DON'T EAT,2766.8105,2754.7168,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,146,1,TRUE,right,approach,neg,insect15_crop.jpg,2,15,TRUE,145,20,EAT                                    DON'T EAT,2768.8289,2754.7168,2527.3127,1,2770.3992,left,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,1570.2999999998137
sub-020,147,1,FALSE,right,avoid,pos,meat32_crop.jpg,2,15,TRUE,146,20,EAT                                    DON'T EAT,2770.8472,2754.7168,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,148,1,TRUE,right,approach,pos,cake22_crop.jpg,2,15,TRUE,147,20,EAT                                    DON'T EAT,2772.8655,2754.7168,2527.3127,1,2773.639,left,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,773.5
sub-020,149,1,FALSE,right,avoid,pos,meat21_crop.jpg,2,15,TRUE,148,20,EAT                                    DON'T EAT,2774.8838,2754.7168,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,150,1,FALSE,right,avoid,pos,meat24_crop.jpg,2,15,TRUE,149,20,EAT                                    DON'T EAT,2776.9023,2754.7168,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,151,1,FALSE,right,approach,neg,insect10_crop.jpg,2,16,TRUE,150,20,EAT                                    DON'T EAT,2795.3008,2791.2808,2527.3127,1,2795.9973,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,696.5
sub-020,152,1,FALSE,right,approach,neg,insect40_crop.jpg,2,16,TRUE,151,20,EAT                                    DON'T EAT,2797.319,2791.2808,2527.3127,1,2798.1455,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,826.5
sub-020,153,1,FALSE,right,approach,neg,insect8_crop.jpg,2,16,TRUE,152,20,EAT                                    DON'T EAT,2799.3374,2791.2808,2527.3127,1,2799.9182,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,580.8000000002794
sub-020,154,1,FALSE,right,approach,neg,insect20_crop.jpg,2,16,TRUE,153,20,EAT                                    DON'T EAT,2801.356,2791.2808,2527.3127,1,2801.853,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,497
sub-020,155,1,TRUE,right,avoid,neg,fungus5_crop.jpg,2,16,TRUE,154,20,EAT                                    DON'T EAT,2803.3743,2791.2808,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,156,1,FALSE,right,approach,neg,insect36_crop.jpg,2,16,TRUE,155,20,EAT                                    DON'T EAT,2805.3928,2791.2808,2527.3127,1,2806.2998,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,906.9999999995343
sub-020,157,1,FALSE,right,approach,neg,insect34_crop.jpg,2,16,TRUE,156,20,EAT                                    DON'T EAT,2807.411,2791.2808,2527.3127,1,2808.2654000000002,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,854.4000000003725
sub-020,158,1,TRUE,right,avoid,pos,meat33_crop.jpg,2,16,TRUE,157,20,EAT                                    DON'T EAT,2809.4292,2791.2808,2527.3127,--,NA,left,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,159,1,FALSE,right,approach,neg,insect11_crop.jpg,2,16,TRUE,158,20,EAT                                    DON'T EAT,2811.4475,2791.2808,2527.3127,1,2812.1445,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,697
sub-020,160,1,FALSE,right,approach,neg,insect37_crop.jpg,2,16,TRUE,159,20,EAT                                    DON'T EAT,2813.466,2791.2808,2527.3127,1,2814.3213,left,1,left,left,eat,eat,approach,neg,approach-neg,1,1,855.3000000002794
sub-020,161,2,FALSE,left,approach,neg,insect35_crop.jpg,3,17,TRUE,160,20,EAT                                    DON'T EAT,2914.1162,2910.0962,2898.6401,1,2914.9739,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,857.7000000001863
sub-020,162,2,FALSE,left,approach,neg,insect31_crop.jpg,3,17,TRUE,161,20,EAT                                    DON'T EAT,2916.1345,2910.0962,2898.6401,1,2916.7253,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,590.8000000002794
sub-020,163,2,FALSE,left,approach,neg,insect22_crop.jpg,3,17,TRUE,162,20,EAT                                    DON'T EAT,2918.1526,2910.0962,2898.6401,1,2918.7034,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,550.7999999998137
sub-020,164,2,TRUE,left,avoid,neg,fungus33_crop.jpg,3,17,TRUE,163,20,EAT                                    DON'T EAT,2920.1711,2910.0962,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,165,2,FALSE,left,approach,neg,insect5_crop.jpg,3,17,TRUE,164,20,EAT                                    DON'T EAT,2922.1895,2910.0962,2898.6401,1,2922.816,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,626.5
sub-020,166,2,FALSE,left,approach,neg,insect24_crop.jpg,3,17,TRUE,165,20,EAT                                    DON'T EAT,2924.2078,2910.0962,2898.6401,1,2924.8193,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,611.5
sub-020,167,2,FALSE,left,approach,neg,insect40_crop.jpg,3,17,TRUE,166,20,EAT                                    DON'T EAT,2926.2263,2910.0962,2898.6401,1,2926.7556,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,529.3000000002794
sub-020,168,2,FALSE,left,approach,neg,insect21_crop.jpg,3,17,TRUE,167,20,EAT                                    DON'T EAT,2928.2446,2910.0962,2898.6401,1,2928.816,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,571.3999999999069
sub-020,169,2,FALSE,left,approach,neg,insect27_crop.jpg,3,17,TRUE,168,20,EAT                                    DON'T EAT,2930.2627,2910.0962,2898.6401,1,2930.7793,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,516.6000000000931
sub-020,170,2,TRUE,left,avoid,pos,meat9_crop.jpg,3,17,TRUE,169,20,EAT                                    DON'T EAT,2932.2808,2910.0962,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,171,2,TRUE,right,approach,pos,cake23_crop.jpg,3,18,TRUE,170,20,EAT                                    DON'T EAT,2951.7974,2947.777,2898.6401,1,2952.7385,right,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,941.1000000000931
sub-020,172,2,FALSE,right,avoid,pos,meat37_crop.jpg,3,18,TRUE,171,20,EAT                                    DON'T EAT,2953.8152,2947.777,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,173,2,FALSE,right,avoid,pos,meat12_crop.jpg,3,18,TRUE,172,20,EAT                                    DON'T EAT,2955.8342,2947.777,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,174,2,FALSE,right,avoid,pos,meat19_crop.jpg,3,18,TRUE,173,20,EAT                                    DON'T EAT,2957.8525,2947.777,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,175,2,TRUE,right,approach,neg,insect14_crop.jpg,3,18,TRUE,174,20,EAT                                    DON'T EAT,2959.8708,2947.777,2898.6401,1,2960.622,right,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,751.1999999997206
sub-020,176,2,FALSE,right,avoid,pos,meat25_crop.jpg,3,18,TRUE,175,20,EAT                                    DON'T EAT,2961.8892,2947.777,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,177,2,FALSE,right,avoid,pos,meat30_crop.jpg,3,18,TRUE,176,20,EAT                                    DON'T EAT,2963.9075,2947.777,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,178,2,FALSE,right,avoid,pos,meat39_crop.jpg,3,18,TRUE,177,20,EAT                                    DON'T EAT,2965.926,2947.777,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,179,2,FALSE,right,avoid,pos,meat14_crop.jpg,3,18,TRUE,178,20,EAT                                    DON'T EAT,2967.944,2947.777,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,180,2,FALSE,right,avoid,pos,meat8_crop.jpg,3,18,TRUE,179,20,EAT                                    DON'T EAT,2969.9626,2947.777,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,181,0,FALSE,right,approach,neg,insect33_crop.jpg,3,19,TRUE,180,20,EAT                                    DON'T EAT,2987.1602,2983.1401,2898.6401,1,2987.8164,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,656.2000000006519
sub-020,182,0,FALSE,right,approach,neg,insect16_crop.jpg,3,19,TRUE,181,20,EAT                                    DON'T EAT,2989.1785,2983.1401,2898.6401,1,2989.698,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,519.5
sub-020,183,0,FALSE,right,approach,neg,insect12_crop.jpg,3,19,TRUE,182,20,EAT                                    DON'T EAT,2991.1968,2983.1401,2898.6401,1,2991.6199,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,423.10000000009313
sub-020,184,0,FALSE,right,approach,neg,insect4_crop.jpg,3,19,TRUE,183,20,EAT                                    DON'T EAT,2993.215,2983.1401,2898.6401,1,2993.681,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,466
sub-020,185,0,FALSE,right,approach,neg,insect30_crop.jpg,3,19,TRUE,184,20,EAT                                    DON'T EAT,2995.2334,2983.1401,2898.6401,1,2995.6965,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,463.10000000009313
sub-020,186,0,TRUE,right,avoid,neg,fungus1_crop.jpg,3,19,TRUE,185,20,EAT                                    DON'T EAT,2997.2517,2983.1401,2898.6401,1,2997.6848,right,1,left,left,eat,eat,approach,neg,approach-neg,0,0,433.10000000009313
sub-020,187,0,TRUE,right,avoid,pos,meat18_crop.jpg,3,19,TRUE,186,20,EAT                                    DON'T EAT,2999.2703,2983.1401,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,approach,neg,approach-neg,NA,1,NA
sub-020,188,0,FALSE,right,approach,neg,insect39_crop.jpg,3,19,TRUE,187,20,EAT                                    DON'T EAT,3001.2886,2983.1401,2898.6401,1,3002.0696,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,781
sub-020,189,0,FALSE,right,approach,neg,insect17_crop.jpg,3,19,TRUE,188,20,EAT                                    DON'T EAT,3003.307,2983.1401,2898.6401,1,3004.1616,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,854.6000000000931
sub-020,190,0,FALSE,right,approach,neg,insect31_crop.jpg,3,19,TRUE,189,20,EAT                                    DON'T EAT,3005.3252,2983.1401,2898.6401,1,3006.1514,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,826.2000000001863
sub-020,191,0,FALSE,left,avoid,pos,meat2_crop.jpg,3,20,TRUE,190,20,EAT                                    DON'T EAT,3021.5388,3017.5183,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,192,0,FALSE,left,avoid,pos,meat26_crop.jpg,3,20,TRUE,191,20,EAT                                    DON'T EAT,3023.557,3017.5183,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,193,0,FALSE,left,avoid,pos,meat3_crop.jpg,3,20,TRUE,192,20,EAT                                    DON'T EAT,3025.5754,3017.5183,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,194,0,FALSE,left,avoid,pos,meat19_crop.jpg,3,20,TRUE,193,20,EAT                                    DON'T EAT,3027.5938,3017.5183,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,195,0,FALSE,left,avoid,pos,meat18_crop.jpg,3,20,TRUE,194,20,EAT                                    DON'T EAT,3029.612,3017.5183,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,196,0,FALSE,left,avoid,pos,meat39_crop.jpg,3,20,TRUE,195,20,EAT                                    DON'T EAT,3031.6301,3017.5183,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,197,0,TRUE,left,approach,neg,insect17_crop.jpg,3,20,TRUE,196,20,EAT                                    DON'T EAT,3033.6484,3017.5183,2898.6401,1,3034.317,right,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,668.6000000000931
sub-020,198,0,FALSE,left,avoid,pos,meat1_crop.jpg,3,20,TRUE,197,20,EAT                                    DON'T EAT,3035.667,3017.5183,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,199,0,TRUE,left,approach,pos,cake23_crop.jpg,3,20,TRUE,198,20,EAT                                    DON'T EAT,3037.6855,3017.5183,2898.6401,1,3038.3918,right,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,706.2999999998137
sub-020,200,0,FALSE,left,avoid,pos,meat34_crop.jpg,3,20,TRUE,199,20,EAT                                    DON'T EAT,3039.7039,3017.5183,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,201,3,FALSE,left,avoid,pos,meat21_crop.jpg,3,21,TRUE,200,20,EAT                                    DON'T EAT,3057.8523,3053.832,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,202,3,FALSE,left,avoid,pos,meat38_crop.jpg,3,21,TRUE,201,20,EAT                                    DON'T EAT,3059.8706,3053.832,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,203,3,FALSE,left,avoid,pos,meat20_crop.jpg,3,21,TRUE,202,20,EAT                                    DON'T EAT,3061.889,3053.832,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,204,3,FALSE,left,avoid,pos,meat10_crop.jpg,3,21,TRUE,203,20,EAT                                    DON'T EAT,3063.9072,3053.832,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,205,3,FALSE,left,avoid,pos,meat5_crop.jpg,3,21,TRUE,204,20,EAT                                    DON'T EAT,3065.9258,3053.832,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,206,3,FALSE,left,avoid,pos,meat7_crop.jpg,3,21,TRUE,205,20,EAT                                    DON'T EAT,3067.9438,3053.832,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,207,3,TRUE,left,approach,pos,cake1_crop.jpg,3,21,TRUE,206,20,EAT                                    DON'T EAT,3069.9624,3053.832,2898.6401,1,3070.8096,right,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,847.2000000001863
sub-020,208,3,TRUE,left,approach,neg,insect18_crop.jpg,3,21,TRUE,207,20,EAT                                    DON'T EAT,3071.9807,3053.832,2898.6401,1,3072.7856,right,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,804.8999999999069
sub-020,209,3,FALSE,left,avoid,pos,meat25_crop.jpg,3,21,TRUE,208,20,EAT                                    DON'T EAT,3073.9988,3053.832,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,210,3,FALSE,left,avoid,pos,meat35_crop.jpg,3,21,TRUE,209,20,EAT                                    DON'T EAT,3076.0173,3053.832,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,avoid,pos,avoid-pos,NA,1,NA
sub-020,211,3,FALSE,left,approach,pos,cake7_crop.jpg,3,22,TRUE,210,20,EAT                                    DON'T EAT,3092.3308,3088.3108,2898.6401,1,3093.0815,right,1,left,left,eat,eat,approach,pos,approach-pos,1,1,750.6999999997206
sub-020,212,3,FALSE,left,approach,pos,cake2_crop.jpg,3,22,TRUE,211,20,EAT                                    DON'T EAT,3094.3494,3088.3108,2898.6401,1,3094.8567,right,1,left,left,eat,eat,approach,pos,approach-pos,1,1,507.29999999981374
sub-020,213,3,TRUE,left,avoid,neg,fungus28_crop.jpg,3,22,TRUE,212,20,EAT                                    DON'T EAT,3096.3674,3088.3108,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,approach,pos,approach-pos,NA,1,NA
sub-020,214,3,FALSE,left,approach,pos,cake5_crop.jpg,3,22,TRUE,213,20,EAT                                    DON'T EAT,3098.386,3088.3108,2898.6401,1,3098.9165,right,1,left,left,eat,eat,approach,pos,approach-pos,1,1,530.5
sub-020,215,3,FALSE,left,approach,pos,cake37_crop.jpg,3,22,TRUE,214,20,EAT                                    DON'T EAT,3100.4043,3088.3108,2898.6401,1,3101.2375,right,1,left,left,eat,eat,approach,pos,approach-pos,1,1,833.1999999997206
sub-020,216,3,FALSE,left,approach,pos,cake3_crop.jpg,3,22,TRUE,215,20,EAT                                    DON'T EAT,3102.422,3088.3108,2898.6401,1,3103.0981,right,1,left,left,eat,eat,approach,pos,approach-pos,1,1,676.1000000000931
sub-020,217,3,TRUE,left,avoid,pos,meat8_crop.jpg,3,22,TRUE,216,20,EAT                                    DON'T EAT,3104.4412,3088.3108,2898.6401,--,NA,right,2,NA,right,no_response,not_eat,approach,pos,approach-pos,NA,1,NA
sub-020,218,3,FALSE,left,approach,pos,cake21_crop.jpg,3,22,TRUE,217,20,EAT                                    DON'T EAT,3106.4592,3088.3108,2898.6401,1,3106.9893,right,1,left,left,eat,eat,approach,pos,approach-pos,1,1,530.1000000005588
sub-020,219,3,FALSE,left,approach,pos,cake16_crop.jpg,3,22,TRUE,218,20,EAT                                    DON'T EAT,3108.4775,3088.3108,2898.6401,1,3109.0278,right,1,left,left,eat,eat,approach,pos,approach-pos,1,1,550.2999999998137
