TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,0,False,right,avoid,pos,meat27_crop.jpg,1,1,1.0,0.0,3,2893.032,777.0,1.0,DON'T EAT                                    EAT,2891.113,2887.093,2875.9248
2,0,False,right,avoid,pos,meat22_crop.jpg,1,1,1.0,1.0,3,2894.799,777.0,1.0,DON'T EAT                                    EAT,2893.1313,2887.093,2875.9248
3,0,False,right,avoid,pos,meat14_crop.jpg,1,1,1.0,2.0,3,2896.3674,777.0,1.0,DON'T EAT                                    EAT,2895.15,2887.093,2875.9248
4,0,False,right,avoid,pos,meat35_crop.jpg,1,1,1.0,3.0,3,2898.0374,777.0,1.0,DON'T EAT                                    EAT,2897.1711,2887.093,2875.9248
5,0,False,right,avoid,pos,meat23_crop.jpg,1,1,1.0,4.0,3,2900.033,777.0,1.0,DON'T EAT                                    EAT,2899.1885,2887.093,2875.9248
6,0,False,right,avoid,pos,meat34_crop.jpg,1,1,1.0,5.0,3,2902.8176,777.0,1.0,DON'T EAT                                    EAT,2901.2048,2887.093,2875.9248
7,0,False,right,avoid,pos,meat36_crop.jpg,1,1,1.0,6.0,3,2904.4082,777.0,1.0,DON'T EAT                                    EAT,2903.2231,2887.093,2875.9248
8,0,False,right,avoid,pos,meat6_crop.jpg,1,1,1.0,7.0,3,2906.4153,777.0,1.0,DON'T EAT                                    EAT,2905.2415,2887.093,2875.9248
9,0,True,right,approach,pos,cake35_crop.jpg,1,1,1.0,8.0,1,2908.346,777.0,1.0,DON'T EAT                                    EAT,2907.2598,2887.093,2875.9248
10,0,True,right,approach,neg,insect28_crop.jpg,1,1,1.0,9.0,1,2910.6816,777.0,1.0,DON'T EAT                                    EAT,2909.278,2887.093,2875.9248
11,3,False,left,approach,neg,insect26_crop.jpg,1,2,1.0,10.0,1,2928.2727,777.0,2.0,DON'T EAT                                    EAT,2926.7593,2922.7393,2875.9248
