subject,trial_number,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,time_of_response,subject_number,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response_hand,response_cleaned,response_lat,response_lat_cleaned,response_meaning,response_meaning_cleaned,condition_mot,condition_val,condition,correct,correct_cleaned,rt
sub-043,1,0,FALSE,left,avoid,neg,fungus30_crop.jpg,1,1,TRUE,0,1,1679.0181,43,DON'T EAT                                    EAT,1677.8119,1673.7921,1662.3091,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1206.2000000001863
sub-043,2,0,TRUE,left,approach,neg,insect11_crop.jpg,1,1,TRUE,1,2,1680.7205,43,DON'T EAT                                    EAT,1679.8303,1673.7921,1662.3091,left,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,890.1999999999534
sub-043,3,0,FALSE,left,avoid,neg,fungus6_crop.jpg,1,1,TRUE,2,1,1682.9701,43,DON'T EAT                                    EAT,1681.8483,1673.7921,1662.3091,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1121.8000000000466
sub-043,4,0,FALSE,left,avoid,neg,fungus21_crop.jpg,1,1,TRUE,3,1,1684.8336,43,DON'T EAT                                    EAT,1683.87,1673.7921,1662.3091,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,963.5999999998603
sub-043,5,0,TRUE,left,approach,pos,cake14_crop.jpg,1,1,TRUE,4,2,1686.7128,43,DON'T EAT                                    EAT,1685.8878,1673.7921,1662.3091,left,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,825
sub-043,6,0,FALSE,left,avoid,neg,fungus3_crop.jpg,1,1,TRUE,5,1,1689.4094,43,DON'T EAT                                    EAT,1687.9038,1673.7921,1662.3091,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1505.5999999998603
sub-043,7,0,FALSE,left,avoid,neg,fungus16_crop.jpg,1,1,TRUE,6,1,1691.8606,43,DON'T EAT                                    EAT,1689.922,1673.7921,1662.3091,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1938.6000000000931
sub-043,8,0,FALSE,left,avoid,neg,fungus32_crop.jpg,1,1,TRUE,7,1,1693.0214,43,DON'T EAT                                    EAT,1691.94,1673.7921,1662.3091,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1081.4000000001397
sub-043,9,0,FALSE,left,avoid,neg,fungus34_crop.jpg,1,1,TRUE,8,1,1695.0807,43,DON'T EAT                                    EAT,1693.9583,1673.7921,1662.3091,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1122.3999999999069
sub-043,10,0,FALSE,left,avoid,neg,fungus23_crop.jpg,1,1,TRUE,9,1,1696.863,43,DON'T EAT                                    EAT,1695.9768,1673.7921,1662.3091,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,886.2000000001863
sub-043,11,0,TRUE,right,approach,neg,insect11_crop.jpg,1,2,TRUE,10,2,1715.4128,43,DON'T EAT                                    EAT,1714.5587,1710.5554,1662.3091,left,2,right,right,eat,eat,avoid,pos,avoid-pos,1,1,854.1000000000931
sub-043,12,0,FALSE,right,avoid,pos,meat36_crop.jpg,1,2,TRUE,11,1,1717.4419,43,DON'T EAT                                    EAT,1716.577,1710.5554,1662.3091,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,864.9000000001397
sub-043,13,0,FALSE,right,avoid,pos,meat16_crop.jpg,1,2,TRUE,12,1,1719.6138,43,DON'T EAT                                    EAT,1718.5955,1710.5554,1662.3091,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1018.3000000000466
sub-043,14,0,TRUE,right,approach,pos,cake28_crop.jpg,1,2,TRUE,13,2,1721.4238,43,DON'T EAT                                    EAT,1720.6139,1710.5554,1662.3091,left,2,right,right,eat,eat,avoid,pos,avoid-pos,1,1,809.8999999999069
sub-043,15,0,FALSE,right,avoid,pos,meat39_crop.jpg,1,2,TRUE,14,2,1724.0466,43,DON'T EAT                                    EAT,1722.6322,1710.5554,1662.3091,left,2,right,right,eat,eat,avoid,pos,avoid-pos,0,0,1414.3999999999069
sub-043,16,0,FALSE,right,avoid,pos,meat29_crop.jpg,1,2,TRUE,15,1,1725.4839,43,DON'T EAT                                    EAT,1724.6505,1710.5554,1662.3091,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,833.3999999999069
