subject,trial_number,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,time_of_response,subject_number,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response_hand,response_cleaned,response_lat,response_lat_cleaned,response_meaning,response_meaning_cleaned,condition_mot,condition_val,condition,correct,correct_cleaned,rt
sub-096,1,0,FALSE,left,avoid,pos,meat17_crop.jpg,1,1,TRUE,0,2,1357.3558,96,EAT                                    DON'T EAT,1355.7003,1351.68,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1655.5
sub-096,2,0,FALSE,left,avoid,pos,meat11_crop.jpg,1,1,TRUE,1,2,1358.8153,96,EAT                                    DON'T EAT,1357.7186,1351.68,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1096.7000000001863
sub-096,3,0,FALSE,left,avoid,pos,meat34_crop.jpg,1,1,TRUE,2,--,NA,96,EAT                                    DON'T EAT,1359.7368,1351.68,1338.4055,right,--,NA,NA,no_response,no_response,avoid,pos,avoid-pos,NA,NA,NA
sub-096,4,0,TRUE,left,approach,pos,cake19_crop.jpg,1,1,TRUE,3,1,1362.6748,96,EAT                                    DON'T EAT,1361.7587,1351.68,1338.4055,right,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,916.0999999998603
sub-096,5,0,TRUE,left,approach,neg,insect35_crop.jpg,1,1,TRUE,4,1,1364.6626,96,EAT                                    DON'T EAT,1363.7756,1351.68,1338.4055,right,1,left,left,eat,eat,avoid,pos,avoid-pos,1,1,887.0000000002328
sub-096,6,0,FALSE,left,avoid,pos,meat31_crop.jpg,1,1,TRUE,5,2,1366.5391,96,EAT                                    DON'T EAT,1365.7915,1351.68,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,747.5999999998603
sub-096,7,0,FALSE,left,avoid,pos,meat10_crop.jpg,1,1,TRUE,6,2,1368.7395,96,EAT                                    DON'T EAT,1367.8103,1351.68,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,929.1999999999534
sub-096,8,0,FALSE,left,avoid,pos,meat40_crop.jpg,1,1,TRUE,7,2,1370.5356,96,EAT                                    DON'T EAT,1369.8289,1351.68,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,706.6999999999534
sub-096,9,0,FALSE,left,avoid,pos,meat38_crop.jpg,1,1,TRUE,8,2,1372.6929,96,EAT                                    DON'T EAT,1371.847,1351.68,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,845.8999999999069
sub-096,10,0,FALSE,left,avoid,pos,meat36_crop.jpg,1,1,TRUE,9,2,1374.6469,96,EAT                                    DON'T EAT,1373.8654,1351.68,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,781.5
sub-096,11,0,FALSE,right,approach,neg,insect38_crop.jpg,1,2,TRUE,10,1,1391.1869,96,EAT                                    DON'T EAT,1390.3955,1386.3757,1338.4055,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,791.3999999999069
sub-096,12,0,FALSE,right,approach,neg,insect40_crop.jpg,1,2,TRUE,11,1,1393.2897,96,EAT                                    DON'T EAT,1392.4141,1386.3757,1338.4055,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,875.6000000000931
sub-096,13,0,FALSE,right,approach,neg,insect14_crop.jpg,1,2,TRUE,12,1,1395.2036,96,EAT                                    DON'T EAT,1394.4324,1386.3757,1338.4055,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,771.2000000001863
sub-096,14,0,TRUE,right,avoid,neg,fungus29_crop.jpg,1,2,TRUE,13,--,NA,96,EAT                                    DON'T EAT,1396.4507,1386.3757,1338.4055,right,--,NA,NA,no_response,no_response,approach,neg,approach-neg,NA,NA,NA
sub-096,15,0,FALSE,right,approach,neg,insect32_crop.jpg,1,2,TRUE,14,2,1398.6285,96,EAT                                    DON'T EAT,1398.4692,1386.3757,1338.4055,right,2,right,right,not_eat,not_eat,approach,neg,approach-neg,0,0,159.30000000004657
sub-096,16,0,FALSE,right,approach,neg,insect39_crop.jpg,1,2,TRUE,15,1,1401.4492,96,EAT                                    DON'T EAT,1400.4875,1386.3757,1338.4055,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,961.6999999999534
sub-096,17,0,FALSE,right,approach,neg,insect16_crop.jpg,1,2,TRUE,16,1,1404.0465,96,EAT                                    DON'T EAT,1402.5057,1386.3757,1338.4055,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,1540.8000000000466
sub-096,18,0,FALSE,right,approach,neg,insect10_crop.jpg,1,2,TRUE,17,1,1405.425,96,EAT                                    DON'T EAT,1404.524,1386.3757,1338.4055,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,901
sub-096,19,0,FALSE,right,approach,neg,insect31_crop.jpg,1,2,TRUE,18,1,1407.5457,96,EAT                                    DON'T EAT,1406.5425,1386.3757,1338.4055,right,1,left,left,eat,eat,approach,neg,approach-neg,1,1,1003.1999999999534
sub-096,20,0,TRUE,right,avoid,pos,meat14_crop.jpg,1,2,TRUE,19,2,1409.5817,96,EAT                                    DON'T EAT,1408.5609,1386.3757,1338.4055,right,2,right,right,not_eat,not_eat,approach,neg,approach-neg,1,1,1020.8000000000466
sub-096,21,2,FALSE,right,avoid,pos,meat36_crop.jpg,1,3,TRUE,20,2,1427.945,96,EAT                                    DON'T EAT,1427.1428,1423.1229,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,802.1999999999534
sub-096,22,2,FALSE,right,avoid,pos,meat37_crop.jpg,1,3,TRUE,21,2,1429.912,96,EAT                                    DON'T EAT,1429.161,1423.1229,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,751
sub-096,23,2,FALSE,right,avoid,pos,meat35_crop.jpg,1,3,TRUE,22,2,1431.9309,96,EAT                                    DON'T EAT,1431.1798,1423.1229,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,751.100000000326
sub-096,24,2,FALSE,right,avoid,pos,meat17_crop.jpg,1,3,TRUE,23,2,1433.9465,96,EAT                                    DON'T EAT,1433.1982,1423.1229,1338.4055,right,2,right,right,not_eat,not_eat,avoid,pos,avoid-pos,1,1,748.3000000000466
