TrialNumber,finger,hand,ran,order,hand_localiser_onset
1,index,left,1.0,0.0,(2917.2779090999975, 2937.278290099988)
2,index,right,1.0,1.0,(2941.3146663000225, 2961.31473079999)
3,middle,left,1.0,2.0,(2965.3513317999896, 2985.3513633999974)
4,middle,right,1.0,3.0,(2989.3710946000065, 3009.3712720000185)
5,ring,left,1.0,4.0,(3013.4078637000057, 3033.4083345999825)
6,ring,right,1.0,5.0,(3037.427495300013, 3057.4277291999897)
7,pinky,left,1.0,6.0,(3061.464370300004, 3081.464482899988)
8,pinky,right,1.0,7.0,(3085.50087649998, 3105.500940900005)
