subject,trial_number,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,time_of_response,subject_number,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response_hand,response_cleaned,response_lat,response_lat_cleaned,response_meaning,response_meaning_cleaned,condition_mot,condition_val,condition,correct,correct_cleaned,rt
sub-039,1,0,FALSE,left,avoid,pos,meat9_crop.jpg,1,1,TRUE,0,2,1135.3698,39,DON'T EAT                                    EAT,1133.4797,1129.4597,1115.4906,left,2,right,right,eat,eat,avoid,pos,avoid-pos,0,0,1890.0999999998603
sub-039,2,0,FALSE,left,avoid,pos,meat13_crop.jpg,1,1,TRUE,1,1,1136.5948,39,DON'T EAT                                    EAT,1135.498,1129.4597,1115.4906,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1096.8000000000466
sub-039,3,0,FALSE,left,avoid,pos,meat19_crop.jpg,1,1,TRUE,2,1,1138.3516,39,DON'T EAT                                    EAT,1137.5166,1129.4597,1115.4906,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,835
sub-039,4,0,FALSE,left,avoid,pos,meat20_crop.jpg,1,1,TRUE,3,1,1140.4147,39,DON'T EAT                                    EAT,1139.5377,1129.4597,1115.4906,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,876.9999999997672
sub-039,5,0,FALSE,left,avoid,pos,meat31_crop.jpg,1,1,TRUE,4,1,1142.2195,39,DON'T EAT                                    EAT,1141.5554,1129.4597,1115.4906,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,664.1000000000931
sub-039,6,0,FALSE,left,avoid,pos,meat16_crop.jpg,1,1,TRUE,5,1,1144.5483,39,DON'T EAT                                    EAT,1143.5714,1129.4597,1115.4906,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,976.899999999674
sub-039,7,0,TRUE,left,approach,neg,insect23_crop.jpg,1,1,TRUE,6,2,1146.5084,39,DON'T EAT                                    EAT,1145.5896,1129.4597,1115.4906,left,2,right,right,eat,eat,avoid,pos,avoid-pos,1,1,918.7999999998137
sub-039,8,0,FALSE,left,avoid,pos,meat24_crop.jpg,1,1,TRUE,7,1,1148.5483,39,DON'T EAT                                    EAT,1147.6082,1129.4597,1115.4906,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,940.0999999998603
sub-039,9,0,FALSE,left,avoid,pos,meat29_crop.jpg,1,1,TRUE,8,1,1150.5787,39,DON'T EAT                                    EAT,1149.6266,1129.4597,1115.4906,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,952.0999999998603
sub-039,10,0,TRUE,left,approach,pos,cake19_crop.jpg,1,1,TRUE,9,2,1152.7411,39,DON'T EAT                                    EAT,1151.6445,1129.4597,1115.4906,left,2,right,right,eat,eat,avoid,pos,avoid-pos,1,1,1096.5999999998603
sub-039,11,0,FALSE,left,approach,neg,insect32_crop.jpg,1,2,TRUE,10,2,1172.0826,39,DON'T EAT                                    EAT,1171.1111,1167.0907,1115.4906,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,971.4999999997672
sub-039,12,0,FALSE,left,approach,neg,insect40_crop.jpg,1,2,TRUE,11,2,1174.0986,39,DON'T EAT                                    EAT,1173.1294,1167.0907,1115.4906,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,969.1999999999534
sub-039,13,0,FALSE,left,approach,neg,insect3_crop.jpg,1,2,TRUE,12,2,1176.1078,39,DON'T EAT                                    EAT,1175.1477,1167.0907,1115.4906,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,960.1000000000931
sub-039,14,0,FALSE,left,approach,neg,insect10_crop.jpg,1,2,TRUE,13,2,1178.348,39,DON'T EAT                                    EAT,1177.1661,1167.0907,1115.4906,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,1181.9000000001397
sub-039,15,0,FALSE,left,approach,neg,insect38_crop.jpg,1,2,TRUE,14,2,1180.1823,39,DON'T EAT                                    EAT,1179.1843,1167.0907,1115.4906,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,998.0000000002328
sub-039,16,0,TRUE,left,avoid,neg,fungus37_crop.jpg,1,2,TRUE,15,1,1182.5101,39,DON'T EAT                                    EAT,1181.2026,1167.0907,1115.4906,left,1,left,left,not_eat,not_eat,approach,neg,approach-neg,1,1,1307.4999999997672
sub-039,17,0,FALSE,left,approach,neg,insect12_crop.jpg,1,2,TRUE,16,2,1184.1144,39,DON'T EAT                                    EAT,1183.2211,1167.0907,1115.4906,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,893.2999999998137
sub-039,18,0,TRUE,left,avoid,pos,meat12_crop.jpg,1,2,TRUE,17,1,1186.1483,39,DON'T EAT                                    EAT,1185.2394,1167.0907,1115.4906,left,1,left,left,not_eat,not_eat,approach,neg,approach-neg,1,1,908.9000000001397
sub-039,19,0,FALSE,left,approach,neg,insect21_crop.jpg,1,2,TRUE,18,2,1188.2295,39,DON'T EAT                                    EAT,1187.2576,1167.0907,1115.4906,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,971.9000000001397
sub-039,20,0,FALSE,left,approach,neg,insect30_crop.jpg,1,2,TRUE,19,2,1189.9938,39,DON'T EAT                                    EAT,1189.2762,1167.0907,1115.4906,left,2,right,right,eat,eat,approach,neg,approach-neg,1,1,717.6000000000931
sub-039,21,1,FALSE,left,avoid,neg,fungus22_crop.jpg,1,3,TRUE,20,1,1209.1434,39,DON'T EAT                                    EAT,1208.1418,1204.1217,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1001.5999999998603
sub-039,22,1,FALSE,left,avoid,neg,fungus23_crop.jpg,1,3,TRUE,21,1,1211.2648,39,DON'T EAT                                    EAT,1210.1603,1204.1217,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1104.4999999997672
sub-039,23,1,FALSE,left,avoid,neg,fungus4_crop.jpg,1,3,TRUE,22,1,1213.2992,39,DON'T EAT                                    EAT,1212.1785,1204.1217,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1120.6999999999534
sub-039,24,1,FALSE,left,avoid,neg,fungus19_crop.jpg,1,3,TRUE,23,1,1215.0164,39,DON'T EAT                                    EAT,1214.1963,1204.1217,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,820.0999999998603
sub-039,25,1,FALSE,left,avoid,neg,fungus30_crop.jpg,1,3,TRUE,24,1,1217.0985,39,DON'T EAT                                    EAT,1216.2147,1204.1217,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,883.8000000000466
sub-039,26,1,TRUE,left,approach,pos,cake11_crop.jpg,1,3,TRUE,25,2,1219.373,39,DON'T EAT                                    EAT,1218.2332,1204.1217,1115.4906,left,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,1139.8000000000466
sub-039,27,1,FALSE,left,avoid,neg,fungus10_crop.jpg,1,3,TRUE,26,1,1221.2682,39,DON'T EAT                                    EAT,1220.2518,1204.1217,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1016.3999999999069
sub-039,28,1,TRUE,left,approach,neg,insect19_crop.jpg,1,3,TRUE,27,2,1223.2722,39,DON'T EAT                                    EAT,1222.2701,1204.1217,1115.4906,left,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,1002.100000000326
sub-039,29,1,FALSE,left,avoid,neg,fungus34_crop.jpg,1,3,TRUE,28,1,1225.2574,39,DON'T EAT                                    EAT,1224.2887,1204.1217,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,968.6999999999534
sub-039,30,1,FALSE,left,avoid,neg,fungus11_crop.jpg,1,3,TRUE,29,1,1227.4861,39,DON'T EAT                                    EAT,1226.307,1204.1217,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1179.1000000000931
sub-039,31,2,TRUE,right,approach,pos,cake37_crop.jpg,1,4,TRUE,30,2,1245.6588,39,DON'T EAT                                    EAT,1244.6055,1240.5853,1115.4906,left,2,right,right,eat,eat,avoid,neg,avoid-neg,1,1,1053.2999999998137
sub-039,32,2,FALSE,right,avoid,neg,fungus11_crop.jpg,1,4,TRUE,31,1,1247.807,39,DON'T EAT                                    EAT,1246.6238,1240.5853,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1183.1999999999534
sub-039,33,2,FALSE,right,avoid,neg,fungus31_crop.jpg,1,4,TRUE,32,1,1249.8223,39,DON'T EAT                                    EAT,1248.6421,1240.5853,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1180.1999999999534
sub-039,34,2,FALSE,right,avoid,neg,fungus35_crop.jpg,1,4,TRUE,33,1,1251.587,39,DON'T EAT                                    EAT,1250.6604,1240.5853,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,926.6000000000931
sub-039,35,2,FALSE,right,avoid,neg,fungus14_crop.jpg,1,4,TRUE,34,1,1253.6998,39,DON'T EAT                                    EAT,1252.6782,1240.5853,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1021.6000000000931
sub-039,36,2,FALSE,right,avoid,neg,fungus17_crop.jpg,1,4,TRUE,35,1,1256.0753,39,DON'T EAT                                    EAT,1254.6971,1240.5853,1115.4906,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1378.1999999999534
