TrialNumber,finger,hand,ran,order,hand_localiser_onset
1,index,left,1.0,0.0,(3375.62719499995, 3395.627827399876)
2,index,right,1.0,1.0,(3399.664060999872, 3419.6643970999867)
3,middle,left,1.0,2.0,(3423.6838574998546, 3443.684417499928)
4,middle,right,1.0,3.0,(3447.7207098000217, 3467.7209791999776)
5,ring,left,1.0,4.0,(3471.7403418999165, 3491.7409150998574)
6,ring,right,1.0,5.0,(3495.777327099815, 3515.7781237999443)
7,pinky,left,1.0,6.0,(3519.8139047999866, 3539.8143470999785)
8,pinky,right,1.0,7.0,(3543.833592899842, 3563.8340208998416)
