subject,trial_number,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,time_of_response,subject_number,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response_hand,response_cleaned,response_lat,response_lat_cleaned,response_meaning,response_meaning_cleaned,condition_mot,condition_val,condition,correct,correct_cleaned,rt
sub-003,1,1,FALSE,right,avoid,pos,meat17_crop.jpg,1,1,TRUE,0,1,2193.1384,3,DON'T EAT                                    EAT,2191.8206,2187.8003,2175.0642,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1317.7999999998137
sub-003,2,1,FALSE,right,avoid,pos,meat37_crop.jpg,1,1,TRUE,1,1,2194.9468,3,DON'T EAT                                    EAT,2193.839,2187.8003,2175.0642,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1107.8000000002794
sub-003,3,1,TRUE,right,approach,pos,cake28_crop.jpg,1,1,TRUE,2,--,NA,3,DON'T EAT                                    EAT,2195.857,2187.8003,2175.0642,left,2,NA,right,no_response,eat,avoid,pos,avoid-pos,NA,1,NA
sub-003,4,1,FALSE,right,avoid,pos,meat9_crop.jpg,1,1,TRUE,3,1,2199.2969,3,DON'T EAT                                    EAT,2197.8787,2187.8003,2175.0642,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1418.1999999997206
sub-003,5,1,FALSE,right,avoid,pos,meat4_crop.jpg,1,1,TRUE,4,1,2201.2761,3,DON'T EAT                                    EAT,2199.8955,2187.8003,2175.0642,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1380.6000000000931
sub-003,6,1,TRUE,right,approach,neg,insect29_crop.jpg,1,1,TRUE,5,--,NA,3,DON'T EAT                                    EAT,2201.912,2187.8003,2175.0642,left,2,NA,right,no_response,eat,avoid,pos,avoid-pos,NA,1,NA
sub-003,7,1,FALSE,right,avoid,pos,meat31_crop.jpg,1,1,TRUE,6,1,2204.7314,3,DON'T EAT                                    EAT,2203.9304,2187.8003,2175.0642,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,800.9999999995343
sub-003,8,1,FALSE,right,avoid,pos,meat29_crop.jpg,1,1,TRUE,7,1,2206.8967,3,DON'T EAT                                    EAT,2205.9487,2187.8003,2175.0642,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,948
sub-003,9,1,FALSE,right,avoid,pos,meat1_crop.jpg,1,1,TRUE,8,1,2209.0613,3,DON'T EAT                                    EAT,2207.967,2187.8003,2175.0642,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,1094.2999999998137
sub-003,10,1,FALSE,right,avoid,pos,meat23_crop.jpg,1,1,TRUE,9,1,2210.8013,3,DON'T EAT                                    EAT,2209.9856,2187.8003,2175.0642,left,1,left,left,not_eat,not_eat,avoid,pos,avoid-pos,1,1,815.7000000001863
sub-003,11,0,FALSE,left,avoid,neg,fungus16_crop.jpg,1,2,TRUE,10,1,2228.58,3,DON'T EAT                                    EAT,2227.5166,2223.4966,2175.0642,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,1063.3999999999069
sub-003,12,0,FALSE,left,avoid,neg,fungus25_crop.jpg,1,2,TRUE,11,1,2230.402,3,DON'T EAT                                    EAT,2229.5352,2223.4966,2175.0642,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,866.8000000002794
sub-003,13,0,FALSE,left,avoid,neg,fungus10_crop.jpg,1,2,TRUE,12,1,2232.2725,3,DON'T EAT                                    EAT,2231.5535,2223.4966,2175.0642,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,719
sub-003,14,0,TRUE,left,approach,neg,insect33_crop.jpg,1,2,TRUE,13,--,NA,3,DON'T EAT                                    EAT,2233.5718,2223.4966,2175.0642,left,2,NA,right,no_response,eat,avoid,neg,avoid-neg,NA,1,NA
sub-003,15,0,FALSE,left,avoid,neg,fungus22_crop.jpg,1,2,TRUE,14,1,2236.3376,3,DON'T EAT                                    EAT,2235.59,2223.4966,2175.0642,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,747.5999999996275
sub-003,16,0,FALSE,left,avoid,neg,fungus26_crop.jpg,1,2,TRUE,15,1,2238.4521,3,DON'T EAT                                    EAT,2237.6086,2223.4966,2175.0642,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,843.5
sub-003,17,0,FALSE,left,avoid,neg,fungus12_crop.jpg,1,2,TRUE,16,1,2240.506,3,DON'T EAT                                    EAT,2239.627,2223.4966,2175.0642,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,879
sub-003,18,0,FALSE,left,avoid,neg,fungus32_crop.jpg,1,2,TRUE,17,1,2242.5315,3,DON'T EAT                                    EAT,2241.6453,2223.4966,2175.0642,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,886.1999999997206
sub-003,19,0,FALSE,left,avoid,neg,fungus14_crop.jpg,1,2,TRUE,18,1,2244.4556,3,DON'T EAT                                    EAT,2243.6636,2223.4966,2175.0642,left,1,left,left,not_eat,not_eat,avoid,neg,avoid-neg,1,1,792
sub-003,20,0,TRUE,left,approach,pos,cake36_crop.jpg,1,2,TRUE,19,--,NA,3,DON'T EAT                                    EAT,2245.6816,2223.4966,2175.0642,left,2,NA,right,no_response,eat,avoid,neg,avoid-neg,NA,1,NA
