TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response,RT
167,2,False,left,approach,neg,insect40_crop.jpg,3,17,1.0,166.0,20.0,17.0,EAT                                    DON'T EAT,2926.2263,2910.0962,2898.6401,1,2926.7556
168,2,False,left,approach,neg,insect21_crop.jpg,3,17,1.0,167.0,20.0,17.0,EAT                                    DON'T EAT,2928.2446,2910.0962,2898.6401,1,2928.816
169,2,False,left,approach,neg,insect27_crop.jpg,3,17,1.0,168.0,20.0,17.0,EAT                                    DON'T EAT,2930.2627,2910.0962,2898.6401,1,2930.7793
170,2,True,left,avoid,pos,meat9_crop.jpg,3,17,1.0,169.0,20.0,17.0,EAT                                    DON'T EAT,2932.2808,2910.0962,2898.6401,--,--
171,2,True,right,approach,pos,cake23_crop.jpg,3,18,1.0,170.0,20.0,18.0,EAT                                    DON'T EAT,2951.7974,2947.777,2898.6401,1,2952.7385
172,2,False,right,avoid,pos,meat37_crop.jpg,3,18,1.0,171.0,20.0,18.0,EAT                                    DON'T EAT,2953.8152,2947.777,2898.6401,--,--
173,2,False,right,avoid,pos,meat12_crop.jpg,3,18,1.0,172.0,20.0,18.0,EAT                                    DON'T EAT,2955.8342,2947.777,2898.6401,--,--
174,2,False,right,avoid,pos,meat19_crop.jpg,3,18,1.0,173.0,20.0,18.0,EAT                                    DON'T EAT,2957.8525,2947.777,2898.6401,--,--
175,2,True,right,approach,neg,insect14_crop.jpg,3,18,1.0,174.0,20.0,18.0,EAT                                    DON'T EAT,2959.8708,2947.777,2898.6401,1,2960.622
176,2,False,right,avoid,pos,meat25_crop.jpg,3,18,1.0,175.0,20.0,18.0,EAT                                    DON'T EAT,2961.8892,2947.777,2898.6401,--,--
177,2,False,right,avoid,pos,meat30_crop.jpg,3,18,1.0,176.0,20.0,18.0,EAT                                    DON'T EAT,2963.9075,2947.777,2898.6401,--,--
178,2,False,right,avoid,pos,meat39_crop.jpg,3,18,1.0,177.0,20.0,18.0,EAT                                    DON'T EAT,2965.926,2947.777,2898.6401,--,--
179,2,False,right,avoid,pos,meat14_crop.jpg,3,18,1.0,178.0,20.0,18.0,EAT                                    DON'T EAT,2967.944,2947.777,2898.6401,--,--
180,2,False,right,avoid,pos,meat8_crop.jpg,3,18,1.0,179.0,20.0,18.0,EAT                                    DON'T EAT,2969.9626,2947.777,2898.6401,--,--
181,0,False,right,approach,neg,insect33_crop.jpg,3,19,1.0,180.0,20.0,19.0,EAT                                    DON'T EAT,2987.1602,2983.1401,2898.6401,1,2987.8164
182,0,False,right,approach,neg,insect16_crop.jpg,3,19,1.0,181.0,20.0,19.0,EAT                                    DON'T EAT,2989.1785,2983.1401,2898.6401,1,2989.698
183,0,False,right,approach,neg,insect12_crop.jpg,3,19,1.0,182.0,20.0,19.0,EAT                                    DON'T EAT,2991.1968,2983.1401,2898.6401,1,2991.6199
184,0,False,right,approach,neg,insect4_crop.jpg,3,19,1.0,183.0,20.0,19.0,EAT                                    DON'T EAT,2993.215,2983.1401,2898.6401,1,2993.681
185,0,False,right,approach,neg,insect30_crop.jpg,3,19,1.0,184.0,20.0,19.0,EAT                                    DON'T EAT,2995.2334,2983.1401,2898.6401,1,2995.6965
186,0,True,right,avoid,neg,fungus1_crop.jpg,3,19,1.0,185.0,20.0,19.0,EAT                                    DON'T EAT,2997.2517,2983.1401,2898.6401,1,2997.6848
187,0,True,right,avoid,pos,meat18_crop.jpg,3,19,1.0,186.0,20.0,19.0,EAT                                    DON'T EAT,2999.2703,2983.1401,2898.6401,--,--
188,0,False,right,approach,neg,insect39_crop.jpg,3,19,1.0,187.0,20.0,19.0,EAT                                    DON'T EAT,3001.2886,2983.1401,2898.6401,1,3002.0696
189,0,False,right,approach,neg,insect17_crop.jpg,3,19,1.0,188.0,20.0,19.0,EAT                                    DON'T EAT,3003.307,2983.1401,2898.6401,1,3004.1616
190,0,False,right,approach,neg,insect31_crop.jpg,3,19,1.0,189.0,20.0,19.0,EAT                                    DON'T EAT,3005.3252,2983.1401,2898.6401,1,3006.1514
191,0,False,left,avoid,pos,meat2_crop.jpg,3,20,1.0,190.0,20.0,20.0,EAT                                    DON'T EAT,3021.5388,3017.5183,2898.6401,--,--
192,0,False,left,avoid,pos,meat26_crop.jpg,3,20,1.0,191.0,20.0,20.0,EAT                                    DON'T EAT,3023.557,3017.5183,2898.6401,--,--
193,0,False,left,avoid,pos,meat3_crop.jpg,3,20,1.0,192.0,20.0,20.0,EAT                                    DON'T EAT,3025.5754,3017.5183,2898.6401,--,--
194,0,False,left,avoid,pos,meat19_crop.jpg,3,20,1.0,193.0,20.0,20.0,EAT                                    DON'T EAT,3027.5938,3017.5183,2898.6401,--,--
195,0,False,left,avoid,pos,meat18_crop.jpg,3,20,1.0,194.0,20.0,20.0,EAT                                    DON'T EAT,3029.612,3017.5183,2898.6401,--,--
196,0,False,left,avoid,pos,meat39_crop.jpg,3,20,1.0,195.0,20.0,20.0,EAT                                    DON'T EAT,3031.6301,3017.5183,2898.6401,--,--
197,0,True,left,approach,neg,insect17_crop.jpg,3,20,1.0,196.0,20.0,20.0,EAT                                    DON'T EAT,3033.6484,3017.5183,2898.6401,1,3034.317
198,0,False,left,avoid,pos,meat1_crop.jpg,3,20,1.0,197.0,20.0,20.0,EAT                                    DON'T EAT,3035.667,3017.5183,2898.6401,--,--
199,0,True,left,approach,pos,cake23_crop.jpg,3,20,1.0,198.0,20.0,20.0,EAT                                    DON'T EAT,3037.6855,3017.5183,2898.6401,1,3038.3918
200,0,False,left,avoid,pos,meat34_crop.jpg,3,20,1.0,199.0,20.0,20.0,EAT                                    DON'T EAT,3039.7039,3017.5183,2898.6401,--,--
201,3,False,left,avoid,pos,meat21_crop.jpg,3,21,1.0,200.0,20.0,21.0,EAT                                    DON'T EAT,3057.8523,3053.832,2898.6401,--,--
202,3,False,left,avoid,pos,meat38_crop.jpg,3,21,1.0,201.0,20.0,21.0,EAT                                    DON'T EAT,3059.8706,3053.832,2898.6401,--,--
203,3,False,left,avoid,pos,meat20_crop.jpg,3,21,1.0,202.0,20.0,21.0,EAT                                    DON'T EAT,3061.889,3053.832,2898.6401,--,--
204,3,False,left,avoid,pos,meat10_crop.jpg,3,21,1.0,203.0,20.0,21.0,EAT                                    DON'T EAT,3063.9072,3053.832,2898.6401,--,--
205,3,False,left,avoid,pos,meat5_crop.jpg,3,21,1.0,204.0,20.0,21.0,EAT                                    DON'T EAT,3065.9258,3053.832,2898.6401,--,--
206,3,False,left,avoid,pos,meat7_crop.jpg,3,21,1.0,205.0,20.0,21.0,EAT                                    DON'T EAT,3067.9438,3053.832,2898.6401,--,--
207,3,True,left,approach,pos,cake1_crop.jpg,3,21,1.0,206.0,20.0,21.0,EAT                                    DON'T EAT,3069.9624,3053.832,2898.6401,1,3070.8096
208,3,True,left,approach,neg,insect18_crop.jpg,3,21,1.0,207.0,20.0,21.0,EAT                                    DON'T EAT,3071.9807,3053.832,2898.6401,1,3072.7856
209,3,False,left,avoid,pos,meat25_crop.jpg,3,21,1.0,208.0,20.0,21.0,EAT                                    DON'T EAT,3073.9988,3053.832,2898.6401,--,--
210,3,False,left,avoid,pos,meat35_crop.jpg,3,21,1.0,209.0,20.0,21.0,EAT                                    DON'T EAT,3076.0173,3053.832,2898.6401,--,--
211,3,False,left,approach,pos,cake7_crop.jpg,3,22,1.0,210.0,20.0,22.0,EAT                                    DON'T EAT,3092.3308,3088.3108,2898.6401,1,3093.0815
212,3,False,left,approach,pos,cake2_crop.jpg,3,22,1.0,211.0,20.0,22.0,EAT                                    DON'T EAT,3094.3494,3088.3108,2898.6401,1,3094.8567
213,3,True,left,avoid,neg,fungus28_crop.jpg,3,22,1.0,212.0,20.0,22.0,EAT                                    DON'T EAT,3096.3674,3088.3108,2898.6401,--,--
214,3,False,left,approach,pos,cake5_crop.jpg,3,22,1.0,213.0,20.0,22.0,EAT                                    DON'T EAT,3098.386,3088.3108,2898.6401,1,3098.9165
215,3,False,left,approach,pos,cake37_crop.jpg,3,22,1.0,214.0,20.0,22.0,EAT                                    DON'T EAT,3100.4043,3088.3108,2898.6401,1,3101.2375
216,3,False,left,approach,pos,cake3_crop.jpg,3,22,1.0,215.0,20.0,22.0,EAT                                    DON'T EAT,3102.422,3088.3108,2898.6401,1,3103.0981
217,3,True,left,avoid,pos,meat8_crop.jpg,3,22,1.0,216.0,20.0,22.0,EAT                                    DON'T EAT,3104.4412,3088.3108,2898.6401,--,--
218,3,False,left,approach,pos,cake21_crop.jpg,3,22,1.0,217.0,20.0,22.0,EAT                                    DON'T EAT,3106.4592,3088.3108,2898.6401,1,3106.9893
219,3,False,left,approach,pos,cake16_crop.jpg,3,22,1.0,218.0,20.0,22.0,EAT                                    DON'T EAT,3108.4775,3088.3108,2898.6401,1,3109.0278
220,3,False,left,approach,pos,cake8_crop.jpg,3,22,1.0,219.0,20.0,22.0,EAT                                    DON'T EAT,3110.496,3088.3108,2898.6401,1,3110.9932
221,2,True,left,approach,neg,insect19_crop.jpg,3,23,1.0,220.0,20.0,23.0,EAT                                    DON'T EAT,3129.6453,3125.6252,2898.6401,1,3130.4685
222,2,False,left,avoid,neg,fungus6_crop.jpg,3,23,1.0,221.0,20.0,23.0,EAT                                    DON'T EAT,3131.6636,3125.6252,2898.6401,--,--
223,2,False,left,avoid,neg,fungus34_crop.jpg,3,23,1.0,222.0,20.0,23.0,EAT                                    DON'T EAT,3133.6816,3125.6252,2898.6401,--,--
224,2,False,left,avoid,neg,fungus9_crop.jpg,3,23,1.0,223.0,20.0,23.0,EAT                                    DON'T EAT,3135.6997,3125.6252,2898.6401,--,--
225,2,False,left,avoid,neg,fungus14_crop.jpg,3,23,1.0,224.0,20.0,23.0,EAT                                    DON'T EAT,3137.7185,3125.6252,2898.6401,--,--
226,2,False,left,avoid,neg,fungus16_crop.jpg,3,23,1.0,225.0,20.0,23.0,EAT                                    DON'T EAT,3139.7368,3125.6252,2898.6401,--,--
227,2,False,left,avoid,neg,fungus21_crop.jpg,3,23,1.0,226.0,20.0,23.0,EAT                                    DON'T EAT,3141.7554,3125.6252,2898.6401,--,--
228,2,False,left,avoid,neg,fungus31_crop.jpg,3,23,1.0,227.0,20.0,23.0,EAT                                    DON'T EAT,3143.7737,3125.6252,2898.6401,--,--
229,2,False,left,avoid,neg,fungus3_crop.jpg,3,23,1.0,228.0,20.0,23.0,EAT                                    DON'T EAT,3145.792,3125.6252,2898.6401,--,--
230,2,True,left,approach,pos,cake39_crop.jpg,3,23,1.0,229.0,20.0,23.0,EAT                                    DON'T EAT,3147.81,3125.6252,2898.6401,1,3148.6455
231,2,False,left,avoid,pos,meat37_crop.jpg,3,24,1.0,230.0,20.0,24.0,EAT                                    DON'T EAT,3164.9077,3160.8877,2898.6401,--,--
232,2,False,left,avoid,pos,meat24_crop.jpg,3,24,1.0,231.0,20.0,24.0,EAT                                    DON'T EAT,3166.926,3160.8877,2898.6401,--,--
233,2,True,left,approach,neg,insect25_crop.jpg,3,24,1.0,232.0,20.0,24.0,EAT                                    DON'T EAT,3168.9446,3160.8877,2898.6401,1,3169.675
234,2,False,left,avoid,pos,meat6_crop.jpg,3,24,1.0,233.0,20.0,24.0,EAT                                    DON'T EAT,3170.9626,3160.8877,2898.6401,--,--
235,2,True,left,approach,pos,cake25_crop.jpg,3,24,1.0,234.0,20.0,24.0,EAT                                    DON'T EAT,3172.9807,3160.8877,2898.6401,1,3173.6274
236,2,False,left,avoid,pos,meat12_crop.jpg,3,24,1.0,235.0,20.0,24.0,EAT                                    DON'T EAT,3174.9998,3160.8877,2898.6401,--,--
237,2,False,left,avoid,pos,meat40_crop.jpg,3,24,1.0,236.0,20.0,24.0,EAT                                    DON'T EAT,3177.0178,3160.8877,2898.6401,--,--
238,2,False,left,avoid,pos,meat4_crop.jpg,3,24,1.0,237.0,20.0,24.0,EAT                                    DON'T EAT,3179.0361,3160.8877,2898.6401,--,--
239,2,False,left,avoid,pos,meat29_crop.jpg,3,24,1.0,238.0,20.0,24.0,EAT                                    DON'T EAT,3181.0547,3160.8877,2898.6401,--,--
240,2,False,left,avoid,pos,meat17_crop.jpg,3,24,1.0,239.0,20.0,24.0,EAT                                    DON'T EAT,3183.0728,3160.8877,2898.6401,--,--
241,2,True,right,approach,pos,cake11_crop.jpg,4,25,1.0,240.0,20.0,25.0,EAT                                    DON'T EAT,3304.6406,3300.6208,3288.613,1,3305.6416
242,2,False,right,avoid,neg,fungus30_crop.jpg,4,25,1.0,241.0,20.0,25.0,EAT                                    DON'T EAT,3306.659,3300.6208,3288.613,--,--
243,2,False,right,avoid,neg,fungus38_crop.jpg,4,25,1.0,242.0,20.0,25.0,EAT                                    DON'T EAT,3308.6772,3300.6208,3288.613,--,--
244,2,False,right,avoid,neg,fungus31_crop.jpg,4,25,1.0,243.0,20.0,25.0,EAT                                    DON'T EAT,3310.6956,3300.6208,3288.613,--,--
245,2,False,right,avoid,neg,fungus13_crop.jpg,4,25,1.0,244.0,20.0,25.0,EAT                                    DON'T EAT,3312.7134,3300.6208,3288.613,--,--
246,2,False,right,avoid,neg,fungus15_crop.jpg,4,25,1.0,245.0,20.0,25.0,EAT                                    DON'T EAT,3314.7322,3300.6208,3288.613,--,--
247,2,False,right,avoid,neg,fungus19_crop.jpg,4,25,1.0,246.0,20.0,25.0,EAT                                    DON'T EAT,3316.7507,3300.6208,3288.613,--,--
248,2,False,right,avoid,neg,fungus16_crop.jpg,4,25,1.0,247.0,20.0,25.0,EAT                                    DON'T EAT,3318.769,3300.6208,3288.613,--,--
249,2,False,right,avoid,neg,fungus2_crop.jpg,4,25,1.0,248.0,20.0,25.0,EAT                                    DON'T EAT,3320.7874,3300.6208,3288.613,--,--
250,2,True,right,approach,neg,insect32_crop.jpg,4,25,1.0,249.0,20.0,25.0,EAT                                    DON'T EAT,3322.8052,3300.6208,3288.613,1,3323.5437
251,3,False,left,avoid,neg,fungus29_crop.jpg,4,26,1.0,250.0,20.0,26.0,EAT                                    DON'T EAT,3341.1208,3337.1006,3288.613,--,--
252,3,True,left,approach,neg,insect32_crop.jpg,4,26,1.0,251.0,20.0,26.0,EAT                                    DON'T EAT,3343.1384,3337.1006,3288.613,1,3343.8477
253,3,False,left,avoid,neg,fungus26_crop.jpg,4,26,1.0,252.0,20.0,26.0,EAT                                    DON'T EAT,3345.1575,3337.1006,3288.613,--,--
254,3,False,left,avoid,neg,fungus22_crop.jpg,4,26,1.0,253.0,20.0,26.0,EAT                                    DON'T EAT,3347.176,3337.1006,3288.613,--,--
255,3,False,left,avoid,neg,fungus13_crop.jpg,4,26,1.0,254.0,20.0,26.0,EAT                                    DON'T EAT,3349.1943,3337.1006,3288.613,--,--
256,3,False,left,avoid,neg,fungus1_crop.jpg,4,26,1.0,255.0,20.0,26.0,EAT                                    DON'T EAT,3351.2126,3337.1006,3288.613,--,--
257,3,False,left,avoid,neg,fungus37_crop.jpg,4,26,1.0,256.0,20.0,26.0,EAT                                    DON'T EAT,3353.231,3337.1006,3288.613,--,--
258,3,False,left,avoid,neg,fungus35_crop.jpg,4,26,1.0,257.0,20.0,26.0,EAT                                    DON'T EAT,3355.2493,3337.1006,3288.613,--,--
259,3,True,left,approach,pos,cake38_crop.jpg,4,26,1.0,258.0,20.0,26.0,EAT                                    DON'T EAT,3357.2676,3337.1006,3288.613,1,3358.2822
260,3,False,left,avoid,neg,fungus19_crop.jpg,4,26,1.0,259.0,20.0,26.0,EAT                                    DON'T EAT,3359.286,3337.1006,3288.613,--,--
261,0,False,left,avoid,neg,fungus2_crop.jpg,4,27,1.0,260.0,20.0,27.0,EAT                                    DON'T EAT,3376.6338,3372.6135,3288.613,--,--
262,0,True,left,approach,pos,cake18_crop.jpg,4,27,1.0,261.0,20.0,27.0,EAT                                    DON'T EAT,3378.652,3372.6135,3288.613,1,3379.5293
263,0,False,left,avoid,neg,fungus12_crop.jpg,4,27,1.0,262.0,20.0,27.0,EAT                                    DON'T EAT,3380.6704,3372.6135,3288.613,--,--
264,0,False,left,avoid,neg,fungus20_crop.jpg,4,27,1.0,263.0,20.0,27.0,EAT                                    DON'T EAT,3382.6887,3372.6135,3288.613,--,--
265,0,True,left,approach,neg,insect6_crop.jpg,4,27,1.0,264.0,20.0,27.0,EAT                                    DON'T EAT,3384.707,3372.6135,3288.613,1,3385.3352
266,0,False,left,avoid,neg,fungus27_crop.jpg,4,27,1.0,265.0,20.0,27.0,EAT                                    DON'T EAT,3386.7253,3372.6135,3288.613,--,--
267,0,False,left,avoid,neg,fungus40_crop.jpg,4,27,1.0,266.0,20.0,27.0,EAT                                    DON'T EAT,3388.7437,3372.6135,3288.613,1,3390.269
268,0,False,left,avoid,neg,fungus15_crop.jpg,4,27,1.0,267.0,20.0,27.0,EAT                                    DON'T EAT,3390.7622,3372.6135,3288.613,--,--
269,0,False,left,avoid,neg,fungus8_crop.jpg,4,27,1.0,268.0,20.0,27.0,EAT                                    DON'T EAT,3392.78,3372.6135,3288.613,--,--
270,0,False,left,avoid,neg,fungus17_crop.jpg,4,27,1.0,269.0,20.0,27.0,EAT                                    DON'T EAT,3394.7986,3372.6135,3288.613,--,--
271,0,False,left,approach,pos,cake27_crop.jpg,4,28,1.0,270.0,20.0,28.0,EAT                                    DON'T EAT,3411.1958,3407.1758,3288.613,1,3411.905
272,0,False,left,approach,pos,cake4_crop.jpg,4,28,1.0,271.0,20.0,28.0,EAT                                    DON'T EAT,3413.2136,3407.1758,3288.613,1,3413.8376
273,0,True,left,avoid,neg,fungus38_crop.jpg,4,28,1.0,272.0,20.0,28.0,EAT                                    DON'T EAT,3415.2324,3407.1758,3288.613,--,--
274,0,False,left,approach,pos,cake6_crop.jpg,4,28,1.0,273.0,20.0,28.0,EAT                                    DON'T EAT,3417.2507,3407.1758,3288.613,1,3417.8835
275,0,False,left,approach,pos,cake20_crop.jpg,4,28,1.0,274.0,20.0,28.0,EAT                                    DON'T EAT,3419.2693,3407.1758,3288.613,1,3419.7869
276,0,False,left,approach,pos,cake30_crop.jpg,4,28,1.0,275.0,20.0,28.0,EAT                                    DON'T EAT,3421.2874,3407.1758,3288.613,1,3421.742
277,0,False,left,approach,pos,cake29_crop.jpg,4,28,1.0,276.0,20.0,28.0,EAT                                    DON'T EAT,3423.3057,3407.1758,3288.613,1,3424.0364
278,0,True,left,avoid,pos,meat36_crop.jpg,4,28,1.0,277.0,20.0,28.0,EAT                                    DON'T EAT,3425.3242,3407.1758,3288.613,--,--
279,0,False,left,approach,pos,cake17_crop.jpg,4,28,1.0,278.0,20.0,28.0,EAT                                    DON'T EAT,3427.3425,3407.1758,3288.613,1,3428.2332
280,0,False,left,approach,pos,cake28_crop.jpg,4,28,1.0,279.0,20.0,28.0,EAT                                    DON'T EAT,3429.3608,3407.1758,3288.613,1,3430.2896
281,1,False,left,avoid,neg,fungus4_crop.jpg,4,29,1.0,280.0,20.0,29.0,EAT                                    DON'T EAT,3449.044,3445.024,3288.613,--,--
282,1,False,left,avoid,neg,fungus5_crop.jpg,4,29,1.0,281.0,20.0,29.0,EAT                                    DON'T EAT,3451.062,3445.024,3288.613,--,--
283,1,False,left,avoid,neg,fungus30_crop.jpg,4,29,1.0,282.0,20.0,29.0,EAT                                    DON'T EAT,3453.08,3445.024,3288.613,--,--
284,1,False,left,avoid,neg,fungus32_crop.jpg,4,29,1.0,283.0,20.0,29.0,EAT                                    DON'T EAT,3455.0989,3445.024,3288.613,--,--
285,1,False,left,avoid,neg,fungus36_crop.jpg,4,29,1.0,284.0,20.0,29.0,EAT                                    DON'T EAT,3457.1172,3445.024,3288.613,--,--
286,1,True,left,approach,neg,insect2_crop.jpg,4,29,1.0,285.0,20.0,29.0,EAT                                    DON'T EAT,3459.1353,3445.024,3288.613,1,3459.9902
287,1,False,left,avoid,neg,fungus25_crop.jpg,4,29,1.0,286.0,20.0,29.0,EAT                                    DON'T EAT,3461.154,3445.024,3288.613,--,--
288,1,False,left,avoid,neg,fungus39_crop.jpg,4,29,1.0,287.0,20.0,29.0,EAT                                    DON'T EAT,3463.1716,3445.024,3288.613,--,--
289,1,False,left,avoid,neg,fungus18_crop.jpg,4,29,1.0,288.0,20.0,29.0,EAT                                    DON'T EAT,3465.1907,3445.024,3288.613,--,--
290,1,True,left,approach,pos,cake34_crop.jpg,4,29,1.0,289.0,20.0,29.0,EAT                                    DON'T EAT,3467.209,3445.024,3288.613,1,3468.1929
291,2,False,right,approach,pos,cake28_crop.jpg,4,30,1.0,290.0,20.0,30.0,EAT                                    DON'T EAT,3484.44,3480.4197,3288.613,1,3485.3179
292,2,False,right,approach,pos,cake27_crop.jpg,4,30,1.0,291.0,20.0,30.0,EAT                                    DON'T EAT,3486.4583,3480.4197,3288.613,1,3487.0493
293,2,True,right,avoid,pos,meat28_crop.jpg,4,30,1.0,292.0,20.0,30.0,EAT                                    DON'T EAT,3488.4763,3480.4197,3288.613,--,--
294,2,False,right,approach,pos,cake14_crop.jpg,4,30,1.0,293.0,20.0,30.0,EAT                                    DON'T EAT,3490.4949,3480.4197,3288.613,1,3491.3188
295,2,False,right,approach,pos,cake10_crop.jpg,4,30,1.0,294.0,20.0,30.0,EAT                                    DON'T EAT,3492.5132,3480.4197,3288.613,1,3493.2332
296,2,True,right,avoid,neg,fungus33_crop.jpg,4,30,1.0,295.0,20.0,30.0,EAT                                    DON'T EAT,3494.5317,3480.4197,3288.613,--,--
297,2,False,right,approach,pos,cake9_crop.jpg,4,30,1.0,296.0,20.0,30.0,EAT                                    DON'T EAT,3496.5498,3480.4197,3288.613,1,3497.112
298,2,False,right,approach,pos,cake1_crop.jpg,4,30,1.0,297.0,20.0,30.0,EAT                                    DON'T EAT,3498.5684,3480.4197,3288.613,1,3499.3877
299,2,False,right,approach,pos,cake2_crop.jpg,4,30,1.0,298.0,20.0,30.0,EAT                                    DON'T EAT,3500.5867,3480.4197,3288.613,1,3501.1484
300,2,False,right,approach,pos,cake39_crop.jpg,4,30,1.0,299.0,20.0,30.0,EAT                                    DON'T EAT,3502.6047,3480.4197,3288.613,1,3503.2053
301,3,False,left,approach,neg,insect38_crop.jpg,4,31,1.0,300.0,20.0,31.0,EAT                                    DON'T EAT,3520.6868,3516.6665,3288.613,1,3521.7263
302,3,False,left,approach,neg,insect16_crop.jpg,4,31,1.0,301.0,20.0,31.0,EAT                                    DON'T EAT,3522.705,3516.6665,3288.613,1,3523.3486
303,3,True,left,avoid,neg,fungus11_crop.jpg,4,31,1.0,302.0,20.0,31.0,EAT                                    DON'T EAT,3524.7234,3516.6665,3288.613,--,--
304,3,False,left,approach,neg,insect4_crop.jpg,4,31,1.0,303.0,20.0,31.0,EAT                                    DON'T EAT,3526.7417,3516.6665,3288.613,1,3527.3853
305,3,False,left,approach,neg,insect26_crop.jpg,4,31,1.0,304.0,20.0,31.0,EAT                                    DON'T EAT,3528.76,3516.6665,3288.613,1,3529.617
306,3,False,left,approach,neg,insect29_crop.jpg,4,31,1.0,305.0,20.0,31.0,EAT                                    DON'T EAT,3530.7783,3516.6665,3288.613,1,3531.4539
307,3,False,left,approach,neg,insect30_crop.jpg,4,31,1.0,306.0,20.0,31.0,EAT                                    DON'T EAT,3532.7964,3516.6665,3288.613,1,3533.6025
308,3,True,left,avoid,pos,meat22_crop.jpg,4,31,1.0,307.0,20.0,31.0,EAT                                    DON'T EAT,3534.815,3516.6665,3288.613,--,--
309,3,False,left,approach,neg,insect33_crop.jpg,4,31,1.0,308.0,20.0,31.0,EAT                                    DON'T EAT,3536.8333,3516.6665,3288.613,1,3537.5667
310,3,False,left,approach,neg,insect14_crop.jpg,4,31,1.0,309.0,20.0,31.0,EAT                                    DON'T EAT,3538.8518,3516.6665,3288.613,1,3539.6147
311,0,True,right,approach,pos,cake38_crop.jpg,4,32,1.0,310.0,20.0,32.0,EAT                                    DON'T EAT,3557.117,3553.0964,3288.613,1,3557.9114
312,0,False,right,avoid,neg,fungus7_crop.jpg,4,32,1.0,311.0,20.0,32.0,EAT                                    DON'T EAT,3559.135,3553.0964,3288.613,--,--
313,0,False,right,avoid,neg,fungus27_crop.jpg,4,32,1.0,312.0,20.0,32.0,EAT                                    DON'T EAT,3561.1536,3553.0964,3288.613,--,--
314,0,False,right,avoid,neg,fungus25_crop.jpg,4,32,1.0,313.0,20.0,32.0,EAT                                    DON'T EAT,3563.1714,3553.0964,3288.613,--,--
315,0,True,right,approach,neg,insect18_crop.jpg,4,32,1.0,314.0,20.0,32.0,EAT                                    DON'T EAT,3565.1904,3553.0964,3288.613,1,3566.08
316,0,False,right,avoid,neg,fungus22_crop.jpg,4,32,1.0,315.0,20.0,32.0,EAT                                    DON'T EAT,3567.2087,3553.0964,3288.613,--,--
317,0,False,right,avoid,neg,fungus24_crop.jpg,4,32,1.0,316.0,20.0,32.0,EAT                                    DON'T EAT,3569.227,3553.0964,3288.613,--,--
318,0,False,right,avoid,neg,fungus37_crop.jpg,4,32,1.0,317.0,20.0,32.0,EAT                                    DON'T EAT,3571.2454,3553.0964,3288.613,--,--
319,0,False,right,avoid,neg,fungus32_crop.jpg,4,32,1.0,318.0,20.0,32.0,EAT                                    DON'T EAT,3573.2632,3553.0964,3288.613,--,--
320,0,False,right,avoid,neg,fungus10_crop.jpg,4,32,1.0,319.0,20.0,32.0,EAT                                    DON'T EAT,3575.2817,3553.0964,3288.613,--,--
