TrialNumber,finger,hand,ran,order,hand_localiser_onset
1,index,left,1.0,0.0,(3085.2498019999766, 3105.250663999992)
2,index,right,1.0,1.0,(3109.286527599994, 3129.2873951999936)
3,middle,left,1.0,2.0,(3133.323109799996, 3153.323988899996)
4,middle,right,1.0,3.0,(3157.3599984999746, 3177.3606236999913)
5,ring,left,1.0,4.0,(3181.3964650999987, 3201.3971482999914)
6,ring,right,1.0,5.0,(3205.433090299979, 3225.4332957000006)
7,pinky,left,1.0,6.0,(3229.4696076999826, 3249.47038839999)
8,pinky,right,1.0,7.0,(3253.506189699983, 3273.5063407999987)
