TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,1,False,right,approach,neg,insect37_crop.jpg,1,1,1.0,0.0,2,1409.2603,81.0,1.0,DON'T EAT                                    EAT,1407.8262,1403.8062,1390.9888
2,1,False,right,approach,neg,insect18_crop.jpg,1,1,1.0,1.0,2,1410.6212,81.0,1.0,DON'T EAT                                    EAT,1409.8445,1403.8062,1390.9888
3,1,False,right,approach,neg,insect26_crop.jpg,1,1,1.0,2.0,2,1412.4968,81.0,1.0,DON'T EAT                                    EAT,1411.8624,1403.8062,1390.9888
4,1,False,right,approach,neg,insect14_crop.jpg,1,1,1.0,3.0,2,1414.5347,81.0,1.0,DON'T EAT                                    EAT,1413.8838,1403.8062,1390.9888
5,1,False,right,approach,neg,insect3_crop.jpg,1,1,1.0,4.0,2,1416.8859,81.0,1.0,DON'T EAT                                    EAT,1415.9015,1403.8062,1390.9888
6,1,False,right,approach,neg,insect35_crop.jpg,1,1,1.0,5.0,2,1418.6602,81.0,1.0,DON'T EAT                                    EAT,1417.918,1403.8062,1390.9888
7,1,False,right,approach,neg,insect13_crop.jpg,1,1,1.0,6.0,2,1420.6499,81.0,1.0,DON'T EAT                                    EAT,1419.9358,1403.8062,1390.9888
8,1,True,right,avoid,pos,meat38_crop.jpg,1,1,1.0,7.0,1,1423.0406,81.0,1.0,DON'T EAT                                    EAT,1421.9541,1403.8062,1390.9888
9,1,True,right,avoid,neg,fungus39_crop.jpg,1,1,1.0,8.0,1,1425.0635,81.0,1.0,DON'T EAT                                    EAT,1423.973,1403.8062,1390.9888
10,1,False,right,approach,neg,insect11_crop.jpg,1,1,1.0,9.0,2,1426.6084,81.0,1.0,DON'T EAT                                    EAT,1425.9911,1403.8062,1390.9888
11,0,False,right,avoid,neg,fungus21_crop.jpg,1,2,1.0,10.0,1,1446.1947,81.0,2.0,DON'T EAT                                    EAT,1444.6229,1440.6034,1390.9888
