TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,0,True,right,approach,pos,cake29_crop.jpg,1,1,1.0,0.0,1,1424.504,103.0,1.0,DON'T EAT                                    EAT,1422.9138,1418.8939,1404.9093
2,0,False,right,avoid,pos,meat5_crop.jpg,1,1,1.0,1.0,1,1426.095,103.0,1.0,DON'T EAT                                    EAT,1424.9321,1418.8939,1404.9093
3,0,False,right,avoid,pos,meat14_crop.jpg,1,1,1.0,2.0,--,--,103.0,1.0,DON'T EAT                                    EAT,1426.9504,1418.8939,1404.9093
4,0,False,right,avoid,pos,meat34_crop.jpg,1,1,1.0,3.0,1,1429.6952,103.0,1.0,DON'T EAT                                    EAT,1428.9717,1418.8939,1404.9093
5,0,False,right,avoid,pos,meat17_crop.jpg,1,1,1.0,4.0,1,1431.8557,103.0,1.0,DON'T EAT                                    EAT,1430.9891,1418.8939,1404.9093
6,0,True,right,approach,neg,insect38_crop.jpg,1,1,1.0,5.0,2,1433.9163,103.0,1.0,DON'T EAT                                    EAT,1433.0055,1418.8939,1404.9093
7,0,False,right,avoid,pos,meat4_crop.jpg,1,1,1.0,6.0,1,1436.2855,103.0,1.0,DON'T EAT                                    EAT,1435.0238,1418.8939,1404.9093
8,0,False,right,avoid,pos,meat33_crop.jpg,1,1,1.0,7.0,1,1438.611,103.0,1.0,DON'T EAT                                    EAT,1437.0422,1418.8939,1404.9093
9,0,False,right,avoid,pos,meat15_crop.jpg,1,1,1.0,8.0,1,1440.333,103.0,1.0,DON'T EAT                                    EAT,1439.0605,1418.8939,1404.9093
10,0,False,right,avoid,pos,meat22_crop.jpg,1,1,1.0,9.0,1,1442.0107,103.0,1.0,DON'T EAT                                    EAT,1441.0789,1418.8939,1404.9093
11,0,False,right,approach,pos,cake36_crop.jpg,1,2,1.0,10.0,--,--,103.0,2.0,DON'T EAT                                    EAT,1458.3431,1454.3232,1404.9093
12,0,False,right,approach,pos,cake4_crop.jpg,1,2,1.0,11.0,2,1460.6241,103.0,2.0,DON'T EAT                                    EAT,1460.3615,1454.3232,1404.9093
13,0,False,right,approach,pos,cake12_crop.jpg,1,2,1.0,12.0,2,1463.3453,103.0,2.0,DON'T EAT                                    EAT,1462.3799,1454.3232,1404.9093
14,0,False,right,approach,pos,cake26_crop.jpg,1,2,1.0,13.0,2,1465.177,103.0,2.0,DON'T EAT                                    EAT,1464.3982,1454.3232,1404.9093
15,0,False,right,approach,pos,cake31_crop.jpg,1,2,1.0,14.0,2,1466.9873,103.0,2.0,DON'T EAT                                    EAT,1466.4166,1454.3232,1404.9093
16,0,False,right,approach,pos,cake8_crop.jpg,1,2,1.0,15.0,2,1469.0496,103.0,2.0,DON'T EAT                                    EAT,1468.4349,1454.3232,1404.9093
17,0,True,right,avoid,neg,fungus14_crop.jpg,1,2,1.0,16.0,1,1471.4298,103.0,2.0,DON'T EAT                                    EAT,1470.4532,1454.3232,1404.9093
18,0,False,right,approach,pos,cake10_crop.jpg,1,2,1.0,17.0,2,1473.404,103.0,2.0,DON'T EAT                                    EAT,1472.4716,1454.3232,1404.9093
19,0,True,right,avoid,pos,meat7_crop.jpg,1,2,1.0,18.0,1,1475.9819,103.0,2.0,DON'T EAT                                    EAT,1474.49,1454.3232,1404.9093
20,0,False,right,approach,pos,cake21_crop.jpg,1,2,1.0,19.0,2,1477.5504,103.0,2.0,DON'T EAT                                    EAT,1476.5083,1454.3232,1404.9093
21,1,False,left,avoid,neg,fungus7_crop.jpg,1,3,1.0,20.0,1,1497.0236,103.0,3.0,DON'T EAT                                    EAT,1495.6742,1491.6709,1404.9093
22,1,False,left,avoid,neg,fungus25_crop.jpg,1,3,1.0,21.0,1,1498.5155,103.0,3.0,DON'T EAT                                    EAT,1497.6925,1491.6709,1404.9093
23,1,False,left,avoid,neg,fungus32_crop.jpg,1,3,1.0,22.0,1,1500.7091,103.0,3.0,DON'T EAT                                    EAT,1499.7108,1491.6709,1404.9093
24,1,True,left,approach,pos,cake17_crop.jpg,1,3,1.0,23.0,2,1502.6072,103.0,3.0,DON'T EAT                                    EAT,1501.7292,1491.6709,1404.9093
