TrialNumber,finger,hand,ran,order,hand_localiser_onset
1,index,left,1.0,0.0,(3044.4269540999085, 3064.4270160000306)
2,index,right,1.0,1.0,(3068.446945699863, 3088.4471024000086)
3,middle,left,1.0,2.0,(3092.4666923000477, 3112.467422199901)
4,middle,right,1.0,3.0,(3116.503742199857, 3136.503998399945)
5,ring,left,1.0,4.0,(3140.5234913998283, 3160.5235510000493)
6,ring,right,1.0,5.0,(3164.560136999935, 3184.561056799954)
7,pinky,left,1.0,6.0,(3188.596845799824, 3208.5970023998525)
8,pinky,right,1.0,7.0,(3212.6334470999427, 3232.6334972998593)
