TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset,response,RT
159,0,False,left,approach,pos,cake17_crop.jpg,2,16,1.0,158.0,57.0,16.0,DON'T EAT                                    EAT,2635.6208,2615.454,2349.0005,2,2636.251
160,0,False,left,approach,pos,cake21_crop.jpg,2,16,1.0,159.0,57.0,16.0,DON'T EAT                                    EAT,2637.6394,2615.454,2349.0005,2,2638.4746
161,3,False,left,avoid,pos,meat12_crop.jpg,3,17,1.0,160.0,57.0,17.0,DON'T EAT                                    EAT,2829.5486,2825.528,2813.7815,1,2830.4607
162,3,True,left,approach,pos,cake12_crop.jpg,3,17,1.0,161.0,57.0,17.0,DON'T EAT                                    EAT,2831.567,2825.528,2813.7815,2,2832.4922
163,3,False,left,avoid,pos,meat7_crop.jpg,3,17,1.0,162.0,57.0,17.0,DON'T EAT                                    EAT,2833.5852,2825.528,2813.7815,1,2834.2239
164,3,False,left,avoid,pos,meat21_crop.jpg,3,17,1.0,163.0,57.0,17.0,DON'T EAT                                    EAT,2835.6035,2825.528,2813.7815,1,2836.2527
165,3,False,left,avoid,pos,meat11_crop.jpg,3,17,1.0,164.0,57.0,17.0,DON'T EAT                                    EAT,2837.622,2825.528,2813.7815,1,2838.23
166,3,False,left,avoid,pos,meat17_crop.jpg,3,17,1.0,165.0,57.0,17.0,DON'T EAT                                    EAT,2839.6404,2825.528,2813.7815,1,2840.301
167,3,False,left,avoid,pos,meat24_crop.jpg,3,17,1.0,166.0,57.0,17.0,DON'T EAT                                    EAT,2841.6584,2825.528,2813.7815,1,2842.2246
168,3,True,left,approach,neg,insect35_crop.jpg,3,17,1.0,167.0,57.0,17.0,DON'T EAT                                    EAT,2843.677,2825.528,2813.7815,2,2844.4963
169,3,False,left,avoid,pos,meat5_crop.jpg,3,17,1.0,168.0,57.0,17.0,DON'T EAT                                    EAT,2845.6953,2825.528,2813.7815,1,2846.387
170,3,False,left,avoid,pos,meat33_crop.jpg,3,17,1.0,169.0,57.0,17.0,DON'T EAT                                    EAT,2847.7134,2825.528,2813.7815,1,2848.5588
171,1,True,left,avoid,neg,fungus3_crop.jpg,3,18,1.0,170.0,57.0,18.0,DON'T EAT                                    EAT,2865.862,2861.8423,2813.7815,1,2867.7297
172,1,False,left,approach,pos,cake2_crop.jpg,3,18,1.0,171.0,57.0,18.0,DON'T EAT                                    EAT,2867.8804,2861.8423,2813.7815,2,2868.6204
173,1,False,left,approach,pos,cake14_crop.jpg,3,18,1.0,172.0,57.0,18.0,DON'T EAT                                    EAT,2869.899,2861.8423,2813.7815,2,2870.5059
174,1,False,left,approach,pos,cake32_crop.jpg,3,18,1.0,173.0,57.0,18.0,DON'T EAT                                    EAT,2871.9172,2861.8423,2813.7815,2,2872.7764
175,1,False,left,approach,pos,cake34_crop.jpg,3,18,1.0,174.0,57.0,18.0,DON'T EAT                                    EAT,2873.9355,2861.8423,2813.7815,2,2874.8142
176,1,False,left,approach,pos,cake9_crop.jpg,3,18,1.0,175.0,57.0,18.0,DON'T EAT                                    EAT,2875.9539,2861.8423,2813.7815,2,2876.6057
177,1,False,left,approach,pos,cake38_crop.jpg,3,18,1.0,176.0,57.0,18.0,DON'T EAT                                    EAT,2877.9722,2861.8423,2813.7815,2,2878.628
178,1,False,left,approach,pos,cake13_crop.jpg,3,18,1.0,177.0,57.0,18.0,DON'T EAT                                    EAT,2879.9905,2861.8423,2813.7815,2,2880.703
179,1,False,left,approach,pos,cake27_crop.jpg,3,18,1.0,178.0,57.0,18.0,DON'T EAT                                    EAT,2882.0088,2861.8423,2813.7815,2,2882.5964
180,1,True,left,avoid,pos,meat20_crop.jpg,3,18,1.0,179.0,57.0,18.0,DON'T EAT                                    EAT,2884.0273,2861.8423,2813.7815,1,2884.8025
181,1,False,right,approach,pos,cake29_crop.jpg,3,19,1.0,180.0,57.0,19.0,DON'T EAT                                    EAT,2900.324,2896.304,2813.7815,2,2901.1716
182,1,True,right,avoid,neg,fungus12_crop.jpg,3,19,1.0,181.0,57.0,19.0,DON'T EAT                                    EAT,2902.3423,2896.304,2813.7815,1,2903.0872
183,1,False,right,approach,pos,cake22_crop.jpg,3,19,1.0,182.0,57.0,19.0,DON'T EAT                                    EAT,2904.3608,2896.304,2813.7815,2,2905.094
184,1,False,right,approach,pos,cake1_crop.jpg,3,19,1.0,183.0,57.0,19.0,DON'T EAT                                    EAT,2906.3792,2896.304,2813.7815,2,2907.039
185,1,False,right,approach,pos,cake25_crop.jpg,3,19,1.0,184.0,57.0,19.0,DON'T EAT                                    EAT,2908.397,2896.304,2813.7815,2,2909.0325
186,1,True,right,avoid,pos,meat39_crop.jpg,3,19,1.0,185.0,57.0,19.0,DON'T EAT                                    EAT,2910.4158,2896.304,2813.7815,1,2911.2542
187,1,False,right,approach,pos,cake40_crop.jpg,3,19,1.0,186.0,57.0,19.0,DON'T EAT                                    EAT,2912.434,2896.304,2813.7815,2,2913.1587
188,1,False,right,approach,pos,cake37_crop.jpg,3,19,1.0,187.0,57.0,19.0,DON'T EAT                                    EAT,2914.4524,2896.304,2813.7815,2,2915.2488
189,1,False,right,approach,pos,cake20_crop.jpg,3,19,1.0,188.0,57.0,19.0,DON'T EAT                                    EAT,2916.4705,2896.304,2813.7815,2,2917.3088
190,1,False,right,approach,pos,cake21_crop.jpg,3,19,1.0,189.0,57.0,19.0,DON'T EAT                                    EAT,2918.4888,2896.304,2813.7815,2,2919.125
191,0,False,left,avoid,neg,fungus10_crop.jpg,3,20,1.0,190.0,57.0,20.0,DON'T EAT                                    EAT,2935.036,2931.016,2813.7815,1,2936.0952
192,0,False,left,avoid,neg,fungus36_crop.jpg,3,20,1.0,191.0,57.0,20.0,DON'T EAT                                    EAT,2937.0547,2931.016,2813.7815,1,2937.6921
193,0,False,left,avoid,neg,fungus27_crop.jpg,3,20,1.0,192.0,57.0,20.0,DON'T EAT                                    EAT,2939.0728,2931.016,2813.7815,1,2939.5547
194,0,False,left,avoid,neg,fungus40_crop.jpg,3,20,1.0,193.0,57.0,20.0,DON'T EAT                                    EAT,2941.0913,2931.016,2813.7815,1,2941.6997
195,0,False,left,avoid,neg,fungus5_crop.jpg,3,20,1.0,194.0,57.0,20.0,DON'T EAT                                    EAT,2943.1096,2931.016,2813.7815,1,2943.9167
196,0,True,left,approach,pos,cake5_crop.jpg,3,20,1.0,195.0,57.0,20.0,DON'T EAT                                    EAT,2945.128,2931.016,2813.7815,2,2945.9038
197,0,True,left,approach,neg,insect1_crop.jpg,3,20,1.0,196.0,57.0,20.0,DON'T EAT                                    EAT,2947.1462,2931.016,2813.7815,1,2947.6807
198,0,False,left,avoid,neg,fungus26_crop.jpg,3,20,1.0,197.0,57.0,20.0,DON'T EAT                                    EAT,2949.1646,2931.016,2813.7815,1,2949.795
199,0,False,left,avoid,neg,fungus38_crop.jpg,3,20,1.0,198.0,57.0,20.0,DON'T EAT                                    EAT,2951.1829,2931.016,2813.7815,1,2951.9788
200,0,False,left,avoid,neg,fungus13_crop.jpg,3,20,1.0,199.0,57.0,20.0,DON'T EAT                                    EAT,2953.2007,2931.016,2813.7815,1,2953.9788
201,1,False,right,avoid,neg,fungus23_crop.jpg,3,21,1.0,200.0,57.0,21.0,DON'T EAT                                    EAT,2972.4175,2968.397,2813.7815,1,2973.257
202,1,True,right,approach,neg,insect15_crop.jpg,3,21,1.0,201.0,57.0,21.0,DON'T EAT                                    EAT,2974.4355,2968.397,2813.7815,2,2975.2642
203,1,False,right,avoid,neg,fungus14_crop.jpg,3,21,1.0,202.0,57.0,21.0,DON'T EAT                                    EAT,2976.4539,2968.397,2813.7815,1,2977.2607
204,1,False,right,avoid,neg,fungus19_crop.jpg,3,21,1.0,203.0,57.0,21.0,DON'T EAT                                    EAT,2978.4717,2968.397,2813.7815,1,2979.4343
205,1,False,right,avoid,neg,fungus27_crop.jpg,3,21,1.0,204.0,57.0,21.0,DON'T EAT                                    EAT,2980.4907,2968.397,2813.7815,1,2981.3909
206,1,False,right,avoid,neg,fungus29_crop.jpg,3,21,1.0,205.0,57.0,21.0,DON'T EAT                                    EAT,2982.5083,2968.397,2813.7815,1,2983.0945
207,1,False,right,avoid,neg,fungus34_crop.jpg,3,21,1.0,206.0,57.0,21.0,DON'T EAT                                    EAT,2984.5273,2968.397,2813.7815,1,2985.0525
208,1,False,right,avoid,neg,fungus18_crop.jpg,3,21,1.0,207.0,57.0,21.0,DON'T EAT                                    EAT,2986.5457,2968.397,2813.7815,1,2987.2068
209,1,False,right,avoid,neg,fungus10_crop.jpg,3,21,1.0,208.0,57.0,21.0,DON'T EAT                                    EAT,2988.5635,2968.397,2813.7815,1,2989.0955
210,1,True,right,approach,pos,cake10_crop.jpg,3,21,1.0,209.0,57.0,21.0,DON'T EAT                                    EAT,2990.5823,2968.397,2813.7815,2,2991.5051
211,3,False,right,approach,neg,insect29_crop.jpg,3,22,1.0,210.0,57.0,22.0,DON'T EAT                                    EAT,3009.6816,3005.6611,2813.7815,2,3010.6125
212,3,False,right,approach,neg,insect27_crop.jpg,3,22,1.0,211.0,57.0,22.0,DON'T EAT                                    EAT,3011.6997,3005.6611,2813.7815,2,3012.413
213,3,True,right,avoid,pos,meat8_crop.jpg,3,22,1.0,212.0,57.0,22.0,DON'T EAT                                    EAT,3013.7183,3005.6611,2813.7815,1,3014.4937
214,3,False,right,approach,neg,insect23_crop.jpg,3,22,1.0,213.0,57.0,22.0,DON'T EAT                                    EAT,3015.7366,3005.6611,2813.7815,2,3016.5007
215,3,False,right,approach,neg,insect34_crop.jpg,3,22,1.0,214.0,57.0,22.0,DON'T EAT                                    EAT,3017.7554,3005.6611,2813.7815,2,3018.4138
216,3,True,right,avoid,neg,fungus6_crop.jpg,3,22,1.0,215.0,57.0,22.0,DON'T EAT                                    EAT,3019.7732,3005.6611,2813.7815,1,3020.4863
217,3,False,right,approach,neg,insect5_crop.jpg,3,22,1.0,216.0,57.0,22.0,DON'T EAT                                    EAT,3021.7915,3005.6611,2813.7815,2,3023.019
218,3,False,right,approach,neg,insect22_crop.jpg,3,22,1.0,217.0,57.0,22.0,DON'T EAT                                    EAT,3023.81,3005.6611,2813.7815,2,3024.5337
219,3,False,right,approach,neg,insect12_crop.jpg,3,22,1.0,218.0,57.0,22.0,DON'T EAT                                    EAT,3025.8284,3005.6611,2813.7815,2,3026.4265
220,3,False,right,approach,neg,insect24_crop.jpg,3,22,1.0,219.0,57.0,22.0,DON'T EAT                                    EAT,3027.8467,3005.6611,2813.7815,2,3028.5256
221,3,False,right,approach,pos,cake5_crop.jpg,3,23,1.0,220.0,57.0,23.0,DON'T EAT                                    EAT,3045.7283,3041.708,2813.7815,2,3046.6917
222,3,False,right,approach,pos,cake36_crop.jpg,3,23,1.0,221.0,57.0,23.0,DON'T EAT                                    EAT,3047.7466,3041.708,2813.7815,2,3048.3728
223,3,False,right,approach,pos,cake28_crop.jpg,3,23,1.0,222.0,57.0,23.0,DON'T EAT                                    EAT,3049.765,3041.708,2813.7815,2,3050.3818
224,3,True,right,avoid,neg,fungus4_crop.jpg,3,23,1.0,223.0,57.0,23.0,DON'T EAT                                    EAT,3051.7832,3041.708,2813.7815,1,3052.517
225,3,False,right,approach,pos,cake13_crop.jpg,3,23,1.0,224.0,57.0,23.0,DON'T EAT                                    EAT,3053.8015,3041.708,2813.7815,2,3054.7563
226,3,False,right,approach,pos,cake16_crop.jpg,3,23,1.0,225.0,57.0,23.0,DON'T EAT                                    EAT,3055.8198,3041.708,2813.7815,2,3056.4387
227,3,False,right,approach,pos,cake2_crop.jpg,3,23,1.0,226.0,57.0,23.0,DON'T EAT                                    EAT,3057.8381,3041.708,2813.7815,2,3058.569
228,3,True,right,avoid,pos,meat36_crop.jpg,3,23,1.0,227.0,57.0,23.0,DON'T EAT                                    EAT,3059.8567,3041.708,2813.7815,1,3060.5498
229,3,False,right,approach,pos,cake26_crop.jpg,3,23,1.0,228.0,57.0,23.0,DON'T EAT                                    EAT,3061.8748,3041.708,2813.7815,2,3062.5452
230,3,False,right,approach,pos,cake12_crop.jpg,3,23,1.0,229.0,57.0,23.0,DON'T EAT                                    EAT,3063.893,3041.708,2813.7815,2,3064.7107
231,0,False,right,approach,neg,insect19_crop.jpg,3,24,1.0,230.0,57.0,24.0,DON'T EAT                                    EAT,3080.2063,3076.2031,2813.7815,2,3081.1384
232,0,True,right,avoid,neg,fungus32_crop.jpg,3,24,1.0,231.0,57.0,24.0,DON'T EAT                                    EAT,3082.225,3076.2031,2813.7815,1,3082.925
233,0,False,right,approach,neg,insect1_crop.jpg,3,24,1.0,232.0,57.0,24.0,DON'T EAT                                    EAT,3084.2434,3076.2031,2813.7815,2,3084.997
234,0,False,right,approach,neg,insect7_crop.jpg,3,24,1.0,233.0,57.0,24.0,DON'T EAT                                    EAT,3086.2615,3076.2031,2813.7815,2,3086.8596
235,0,False,right,approach,neg,insect11_crop.jpg,3,24,1.0,234.0,57.0,24.0,DON'T EAT                                    EAT,3088.2803,3076.2031,2813.7815,2,3090.15
236,0,False,right,approach,neg,insect37_crop.jpg,3,24,1.0,235.0,57.0,24.0,DON'T EAT                                    EAT,3090.2986,3076.2031,2813.7815,2,3091.0637
237,0,False,right,approach,neg,insect33_crop.jpg,3,24,1.0,236.0,57.0,24.0,DON'T EAT                                    EAT,3092.3167,3076.2031,2813.7815,2,3093.0198
238,0,False,right,approach,neg,insect13_crop.jpg,3,24,1.0,237.0,57.0,24.0,DON'T EAT                                    EAT,3094.3352,3076.2031,2813.7815,2,3094.985
239,0,True,right,avoid,pos,meat31_crop.jpg,3,24,1.0,238.0,57.0,24.0,DON'T EAT                                    EAT,3096.3533,3076.2031,2813.7815,1,3097.1394
240,0,False,right,approach,neg,insect35_crop.jpg,3,24,1.0,239.0,57.0,24.0,DON'T EAT                                    EAT,3098.3713,3076.2031,2813.7815,2,3099.2039
241,0,False,right,avoid,pos,meat14_crop.jpg,4,25,1.0,240.0,57.0,25.0,DON'T EAT                                    EAT,3207.4124,3203.392,3190.7656,1,3208.6357
242,0,True,right,approach,pos,cake17_crop.jpg,4,25,1.0,241.0,57.0,25.0,DON'T EAT                                    EAT,3209.4307,3203.392,3190.7656,2,3210.124
243,0,False,right,avoid,pos,meat34_crop.jpg,4,25,1.0,242.0,57.0,25.0,DON'T EAT                                    EAT,3211.449,3203.392,3190.7656,1,3212.4875
244,0,False,right,avoid,pos,meat29_crop.jpg,4,25,1.0,243.0,57.0,25.0,DON'T EAT                                    EAT,3213.4673,3203.392,3190.7656,1,3214.2952
245,0,False,right,avoid,pos,meat13_crop.jpg,4,25,1.0,244.0,57.0,25.0,DON'T EAT                                    EAT,3215.4858,3203.392,3190.7656,1,3216.1367
246,0,False,right,avoid,pos,meat26_crop.jpg,4,25,1.0,245.0,57.0,25.0,DON'T EAT                                    EAT,3217.5042,3203.392,3190.7656,1,3218.271
247,0,False,right,avoid,pos,meat25_crop.jpg,4,25,1.0,246.0,57.0,25.0,DON'T EAT                                    EAT,3219.5222,3203.392,3190.7656,1,3220.3108
248,0,False,right,avoid,pos,meat12_crop.jpg,4,25,1.0,247.0,57.0,25.0,DON'T EAT                                    EAT,3221.541,3203.392,3190.7656,1,3222.3474
249,0,True,right,approach,neg,insect40_crop.jpg,4,25,1.0,248.0,57.0,25.0,DON'T EAT                                    EAT,3223.559,3203.392,3190.7656,2,3224.45
250,0,False,right,avoid,pos,meat18_crop.jpg,4,25,1.0,249.0,57.0,25.0,DON'T EAT                                    EAT,3225.5774,3203.392,3190.7656,1,3226.2346
251,2,False,right,avoid,pos,meat10_crop.jpg,4,26,1.0,250.0,57.0,26.0,DON'T EAT                                    EAT,3241.7573,3237.754,3190.7656,1,3242.9822
252,2,False,right,avoid,pos,meat16_crop.jpg,4,26,1.0,251.0,57.0,26.0,DON'T EAT                                    EAT,3243.776,3237.754,3190.7656,1,3244.5183
253,2,False,right,avoid,pos,meat27_crop.jpg,4,26,1.0,252.0,57.0,26.0,DON'T EAT                                    EAT,3245.7942,3237.754,3190.7656,1,3246.4028
254,2,False,right,avoid,pos,meat4_crop.jpg,4,26,1.0,253.0,57.0,26.0,DON'T EAT                                    EAT,3247.8123,3237.754,3190.7656,1,3248.4824
255,2,True,right,approach,pos,cake34_crop.jpg,4,26,1.0,254.0,57.0,26.0,DON'T EAT                                    EAT,3249.831,3237.754,3190.7656,2,3250.6487
256,2,False,right,avoid,pos,meat35_crop.jpg,4,26,1.0,255.0,57.0,26.0,DON'T EAT                                    EAT,3251.8494,3237.754,3190.7656,1,3252.6055
257,2,False,right,avoid,pos,meat1_crop.jpg,4,26,1.0,256.0,57.0,26.0,DON'T EAT                                    EAT,3253.8672,3237.754,3190.7656,1,3254.5813
258,2,True,right,approach,neg,insect20_crop.jpg,4,26,1.0,257.0,57.0,26.0,DON'T EAT                                    EAT,3255.886,3237.754,3190.7656,2,3256.842
259,2,False,right,avoid,pos,meat6_crop.jpg,4,26,1.0,258.0,57.0,26.0,DON'T EAT                                    EAT,3257.904,3237.754,3190.7656,1,3258.72
260,2,False,right,avoid,pos,meat9_crop.jpg,4,26,1.0,259.0,57.0,26.0,DON'T EAT                                    EAT,3259.9226,3237.754,3190.7656,1,3260.8457
261,3,False,left,approach,pos,cake29_crop.jpg,4,27,1.0,260.0,57.0,27.0,DON'T EAT                                    EAT,3278.4214,3274.4014,3190.7656,2,3279.3594
262,3,False,left,approach,pos,cake11_crop.jpg,4,27,1.0,261.0,57.0,27.0,DON'T EAT                                    EAT,3280.44,3274.4014,3190.7656,2,3281.0164
263,3,False,left,approach,pos,cake19_crop.jpg,4,27,1.0,262.0,57.0,27.0,DON'T EAT                                    EAT,3282.4583,3274.4014,3190.7656,2,3283.2532
264,3,False,left,approach,pos,cake31_crop.jpg,4,27,1.0,263.0,57.0,27.0,DON'T EAT                                    EAT,3284.4763,3274.4014,3190.7656,2,3285.1465
265,3,False,left,approach,pos,cake26_crop.jpg,4,27,1.0,264.0,57.0,27.0,DON'T EAT                                    EAT,3286.4949,3274.4014,3190.7656,2,3287.1665
266,3,False,left,approach,pos,cake18_crop.jpg,4,27,1.0,265.0,57.0,27.0,DON'T EAT                                    EAT,3288.5127,3274.4014,3190.7656,2,3289.2615
267,3,False,left,approach,pos,cake20_crop.jpg,4,27,1.0,266.0,57.0,27.0,DON'T EAT                                    EAT,3290.5312,3274.4014,3190.7656,2,3291.192
268,3,True,left,avoid,neg,fungus21_crop.jpg,4,27,1.0,267.0,57.0,27.0,DON'T EAT                                    EAT,3292.55,3274.4014,3190.7656,1,3293.432
269,3,False,left,approach,pos,cake35_crop.jpg,4,27,1.0,268.0,57.0,27.0,DON'T EAT                                    EAT,3294.568,3274.4014,3190.7656,2,3295.242
270,3,True,left,avoid,pos,meat26_crop.jpg,4,27,1.0,269.0,57.0,27.0,DON'T EAT                                    EAT,3296.5864,3274.4014,3190.7656,2,3297.1226
271,2,True,left,approach,pos,cake4_crop.jpg,4,28,1.0,270.0,57.0,28.0,DON'T EAT                                    EAT,3316.5864,3312.5664,3190.7656,2,3318.1726
272,2,False,left,avoid,neg,fungus23_crop.jpg,4,28,1.0,271.0,57.0,28.0,DON'T EAT                                    EAT,3318.6042,3312.5664,3190.7656,1,3319.5107
273,2,False,left,avoid,neg,fungus12_crop.jpg,4,28,1.0,272.0,57.0,28.0,DON'T EAT                                    EAT,3320.623,3312.5664,3190.7656,1,3321.4507
274,2,False,left,avoid,neg,fungus39_crop.jpg,4,28,1.0,273.0,57.0,28.0,DON'T EAT                                    EAT,3322.6414,3312.5664,3190.7656,1,3323.3232
275,2,False,left,avoid,neg,fungus32_crop.jpg,4,28,1.0,274.0,57.0,28.0,DON'T EAT                                    EAT,3324.66,3312.5664,3190.7656,1,3325.363
276,2,False,left,avoid,neg,fungus14_crop.jpg,4,28,1.0,275.0,57.0,28.0,DON'T EAT                                    EAT,3326.6782,3312.5664,3190.7656,1,3327.3887
277,2,False,left,avoid,neg,fungus9_crop.jpg,4,28,1.0,276.0,57.0,28.0,DON'T EAT                                    EAT,3328.696,3312.5664,3190.7656,1,3329.3948
278,2,False,left,avoid,neg,fungus25_crop.jpg,4,28,1.0,277.0,57.0,28.0,DON'T EAT                                    EAT,3330.7148,3312.5664,3190.7656,1,3331.7192
279,2,True,left,approach,neg,insect18_crop.jpg,4,28,1.0,278.0,57.0,28.0,DON'T EAT                                    EAT,3332.7332,3312.5664,3190.7656,1,3333.3296
280,2,False,left,avoid,neg,fungus15_crop.jpg,4,28,1.0,279.0,57.0,28.0,DON'T EAT                                    EAT,3334.7512,3312.5664,3190.7656,1,3335.3596
281,0,False,left,avoid,pos,meat23_crop.jpg,4,29,1.0,280.0,57.0,29.0,DON'T EAT                                    EAT,3352.0322,3348.0122,3190.7656,1,3352.9246
282,0,False,left,avoid,pos,meat4_crop.jpg,4,29,1.0,281.0,57.0,29.0,DON'T EAT                                    EAT,3354.051,3348.0122,3190.7656,1,3354.8367
283,0,False,left,avoid,pos,meat1_crop.jpg,4,29,1.0,282.0,57.0,29.0,DON'T EAT                                    EAT,3356.069,3348.0122,3190.7656,1,3356.941
284,0,False,left,avoid,pos,meat15_crop.jpg,4,29,1.0,283.0,57.0,29.0,DON'T EAT                                    EAT,3358.0876,3348.0122,3190.7656,1,3358.9019
285,0,True,left,approach,pos,cake16_crop.jpg,4,29,1.0,284.0,57.0,29.0,DON'T EAT                                    EAT,3360.106,3348.0122,3190.7656,2,3360.9126
286,0,False,left,avoid,pos,meat10_crop.jpg,4,29,1.0,285.0,57.0,29.0,DON'T EAT                                    EAT,3362.1243,3348.0122,3190.7656,1,3362.814
287,0,False,left,avoid,pos,meat25_crop.jpg,4,29,1.0,286.0,57.0,29.0,DON'T EAT                                    EAT,3364.1426,3348.0122,3190.7656,1,3364.8555
288,0,True,left,approach,neg,insect10_crop.jpg,4,29,1.0,287.0,57.0,29.0,DON'T EAT                                    EAT,3366.161,3348.0122,3190.7656,2,3366.8726
289,0,False,left,avoid,pos,meat2_crop.jpg,4,29,1.0,288.0,57.0,29.0,DON'T EAT                                    EAT,3368.179,3348.0122,3190.7656,1,3368.775
290,0,False,left,avoid,pos,meat31_crop.jpg,4,29,1.0,289.0,57.0,29.0,DON'T EAT                                    EAT,3370.1973,3348.0122,3190.7656,1,3370.858
291,0,False,right,approach,pos,cake31_crop.jpg,4,30,1.0,290.0,57.0,30.0,DON'T EAT                                    EAT,3388.0293,3384.009,3190.7656,2,3389.0515
292,0,False,right,approach,pos,cake33_crop.jpg,4,30,1.0,291.0,57.0,30.0,DON'T EAT                                    EAT,3390.0474,3384.009,3190.7656,2,3390.623
293,0,False,right,approach,pos,cake23_crop.jpg,4,30,1.0,292.0,57.0,30.0,DON'T EAT                                    EAT,3392.0657,3384.009,3190.7656,2,3392.7153
294,0,False,right,approach,pos,cake18_crop.jpg,4,30,1.0,293.0,57.0,30.0,DON'T EAT                                    EAT,3394.084,3384.009,3190.7656,2,3394.9216
295,0,True,right,avoid,pos,meat15_crop.jpg,4,30,1.0,294.0,57.0,30.0,DON'T EAT                                    EAT,3396.1023,3384.009,3190.7656,1,3396.848
296,0,True,right,avoid,neg,fungus26_crop.jpg,4,30,1.0,295.0,57.0,30.0,DON'T EAT                                    EAT,3398.1208,3384.009,3190.7656,1,3399.1318
297,0,False,right,approach,pos,cake11_crop.jpg,4,30,1.0,296.0,57.0,30.0,DON'T EAT                                    EAT,3400.1392,3384.009,3190.7656,2,3400.904
298,0,False,right,approach,pos,cake35_crop.jpg,4,30,1.0,297.0,57.0,30.0,DON'T EAT                                    EAT,3402.1575,3384.009,3190.7656,2,3402.9226
299,0,False,right,approach,pos,cake39_crop.jpg,4,30,1.0,298.0,57.0,30.0,DON'T EAT                                    EAT,3404.1758,3384.009,3190.7656,2,3404.951
300,0,False,right,approach,pos,cake19_crop.jpg,4,30,1.0,299.0,57.0,30.0,DON'T EAT                                    EAT,3406.1936,3384.009,3190.7656,2,3406.7551
301,3,False,right,avoid,pos,meat30_crop.jpg,4,31,1.0,300.0,57.0,31.0,DON'T EAT                                    EAT,3423.5085,3419.4885,3190.7656,1,3424.4834
302,3,False,right,avoid,pos,meat38_crop.jpg,4,31,1.0,301.0,57.0,31.0,DON'T EAT                                    EAT,3425.5269,3419.4885,3190.7656,1,3426.283
303,3,False,right,avoid,pos,meat2_crop.jpg,4,31,1.0,302.0,57.0,31.0,DON'T EAT                                    EAT,3427.5454,3419.4885,3190.7656,1,3428.404
304,3,True,right,approach,neg,insect6_crop.jpg,4,31,1.0,303.0,57.0,31.0,DON'T EAT                                    EAT,3429.5632,3419.4885,3190.7656,2,3430.412
305,3,True,right,approach,pos,cake3_crop.jpg,4,31,1.0,304.0,57.0,31.0,DON'T EAT                                    EAT,3431.582,3419.4885,3190.7656,2,3432.378
306,3,False,right,avoid,pos,meat40_crop.jpg,4,31,1.0,305.0,57.0,31.0,DON'T EAT                                    EAT,3433.6003,3419.4885,3190.7656,1,3434.427
307,3,False,right,avoid,pos,meat19_crop.jpg,4,31,1.0,306.0,57.0,31.0,DON'T EAT                                    EAT,3435.6184,3419.4885,3190.7656,1,3436.4468
308,3,False,right,avoid,pos,meat21_crop.jpg,4,31,1.0,307.0,57.0,31.0,DON'T EAT                                    EAT,3437.637,3419.4885,3190.7656,1,3438.3918
309,3,False,right,avoid,pos,meat24_crop.jpg,4,31,1.0,308.0,57.0,31.0,DON'T EAT                                    EAT,3439.6553,3419.4885,3190.7656,1,3440.3281
310,3,False,right,avoid,pos,meat20_crop.jpg,4,31,1.0,309.0,57.0,31.0,DON'T EAT                                    EAT,3441.6733,3419.4885,3190.7656,1,3442.3972
311,2,False,left,avoid,pos,meat13_crop.jpg,4,32,1.0,310.0,57.0,32.0,DON'T EAT                                    EAT,3460.3723,3456.3523,3190.7656,1,3461.87
312,2,False,left,avoid,pos,meat30_crop.jpg,4,32,1.0,311.0,57.0,32.0,DON'T EAT                                    EAT,3462.3909,3456.3523,3190.7656,1,3463.0825
313,2,False,left,avoid,pos,meat29_crop.jpg,4,32,1.0,312.0,57.0,32.0,DON'T EAT                                    EAT,3464.4092,3456.3523,3190.7656,1,3464.976
314,2,True,left,approach,pos,cake7_crop.jpg,4,32,1.0,313.0,57.0,32.0,DON'T EAT                                    EAT,3466.4277,3456.3523,3190.7656,2,3467.3044
315,2,False,left,avoid,pos,meat34_crop.jpg,4,32,1.0,314.0,57.0,32.0,DON'T EAT                                    EAT,3468.4458,3456.3523,3190.7656,1,3469.4653
316,2,False,left,avoid,pos,meat3_crop.jpg,4,32,1.0,315.0,57.0,32.0,DON'T EAT                                    EAT,3470.464,3456.3523,3190.7656,1,3471.3755
317,2,True,left,approach,neg,insect37_crop.jpg,4,32,1.0,316.0,57.0,32.0,DON'T EAT                                    EAT,3472.4824,3456.3523,3190.7656,2,3473.4246
318,2,False,left,avoid,pos,meat40_crop.jpg,4,32,1.0,317.0,57.0,32.0,DON'T EAT                                    EAT,3474.501,3456.3523,3190.7656,1,3475.2246
319,2,False,left,avoid,pos,meat28_crop.jpg,4,32,1.0,318.0,57.0,32.0,DON'T EAT                                    EAT,3476.5193,3456.3523,3190.7656,1,3477.2017
320,2,False,left,avoid,pos,meat9_crop.jpg,4,32,1.0,319.0,57.0,32.0,DON'T EAT                                    EAT,3478.5376,3456.3523,3190.7656,1,3479.4116
