TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,0,False,left,avoid,pos,meat9_crop.jpg,1,1,1.0,0.0,2,1135.3698,39.0,1.0,DON'T EAT                                    EAT,1133.4797,1129.4597,1115.4906
2,0,False,left,avoid,pos,meat13_crop.jpg,1,1,1.0,1.0,1,1136.5948,39.0,1.0,DON'T EAT                                    EAT,1135.498,1129.4597,1115.4906
3,0,False,left,avoid,pos,meat19_crop.jpg,1,1,1.0,2.0,1,1138.3516,39.0,1.0,DON'T EAT                                    EAT,1137.5166,1129.4597,1115.4906
4,0,False,left,avoid,pos,meat20_crop.jpg,1,1,1.0,3.0,1,1140.4147,39.0,1.0,DON'T EAT                                    EAT,1139.5377,1129.4597,1115.4906
5,0,False,left,avoid,pos,meat31_crop.jpg,1,1,1.0,4.0,1,1142.2195,39.0,1.0,DON'T EAT                                    EAT,1141.5554,1129.4597,1115.4906
6,0,False,left,avoid,pos,meat16_crop.jpg,1,1,1.0,5.0,1,1144.5483,39.0,1.0,DON'T EAT                                    EAT,1143.5714,1129.4597,1115.4906
7,0,True,left,approach,neg,insect23_crop.jpg,1,1,1.0,6.0,2,1146.5084,39.0,1.0,DON'T EAT                                    EAT,1145.5896,1129.4597,1115.4906
8,0,False,left,avoid,pos,meat24_crop.jpg,1,1,1.0,7.0,1,1148.5483,39.0,1.0,DON'T EAT                                    EAT,1147.6082,1129.4597,1115.4906
9,0,False,left,avoid,pos,meat29_crop.jpg,1,1,1.0,8.0,1,1150.5787,39.0,1.0,DON'T EAT                                    EAT,1149.6266,1129.4597,1115.4906
10,0,True,left,approach,pos,cake19_crop.jpg,1,1,1.0,9.0,2,1152.7411,39.0,1.0,DON'T EAT                                    EAT,1151.6445,1129.4597,1115.4906
11,0,False,left,approach,neg,insect32_crop.jpg,1,2,1.0,10.0,2,1172.0826,39.0,2.0,DON'T EAT                                    EAT,1171.1111,1167.0907,1115.4906
12,0,False,left,approach,neg,insect40_crop.jpg,1,2,1.0,11.0,2,1174.0986,39.0,2.0,DON'T EAT                                    EAT,1173.1294,1167.0907,1115.4906
13,0,False,left,approach,neg,insect3_crop.jpg,1,2,1.0,12.0,2,1176.1078,39.0,2.0,DON'T EAT                                    EAT,1175.1477,1167.0907,1115.4906
14,0,False,left,approach,neg,insect10_crop.jpg,1,2,1.0,13.0,2,1178.348,39.0,2.0,DON'T EAT                                    EAT,1177.1661,1167.0907,1115.4906
15,0,False,left,approach,neg,insect38_crop.jpg,1,2,1.0,14.0,2,1180.1823,39.0,2.0,DON'T EAT                                    EAT,1179.1843,1167.0907,1115.4906
16,0,True,left,avoid,neg,fungus37_crop.jpg,1,2,1.0,15.0,1,1182.5101,39.0,2.0,DON'T EAT                                    EAT,1181.2026,1167.0907,1115.4906
17,0,False,left,approach,neg,insect12_crop.jpg,1,2,1.0,16.0,2,1184.1144,39.0,2.0,DON'T EAT                                    EAT,1183.2211,1167.0907,1115.4906
18,0,True,left,avoid,pos,meat12_crop.jpg,1,2,1.0,17.0,1,1186.1483,39.0,2.0,DON'T EAT                                    EAT,1185.2394,1167.0907,1115.4906
19,0,False,left,approach,neg,insect21_crop.jpg,1,2,1.0,18.0,2,1188.2295,39.0,2.0,DON'T EAT                                    EAT,1187.2576,1167.0907,1115.4906
20,0,False,left,approach,neg,insect30_crop.jpg,1,2,1.0,19.0,2,1189.9938,39.0,2.0,DON'T EAT                                    EAT,1189.2762,1167.0907,1115.4906
21,1,False,left,avoid,neg,fungus22_crop.jpg,1,3,1.0,20.0,1,1209.1434,39.0,3.0,DON'T EAT                                    EAT,1208.1418,1204.1217,1115.4906
22,1,False,left,avoid,neg,fungus23_crop.jpg,1,3,1.0,21.0,1,1211.2648,39.0,3.0,DON'T EAT                                    EAT,1210.1603,1204.1217,1115.4906
23,1,False,left,avoid,neg,fungus4_crop.jpg,1,3,1.0,22.0,1,1213.2992,39.0,3.0,DON'T EAT                                    EAT,1212.1785,1204.1217,1115.4906
24,1,False,left,avoid,neg,fungus19_crop.jpg,1,3,1.0,23.0,1,1215.0164,39.0,3.0,DON'T EAT                                    EAT,1214.1963,1204.1217,1115.4906
25,1,False,left,avoid,neg,fungus30_crop.jpg,1,3,1.0,24.0,1,1217.0985,39.0,3.0,DON'T EAT                                    EAT,1216.2147,1204.1217,1115.4906
26,1,True,left,approach,pos,cake11_crop.jpg,1,3,1.0,25.0,2,1219.373,39.0,3.0,DON'T EAT                                    EAT,1218.2332,1204.1217,1115.4906
27,1,False,left,avoid,neg,fungus10_crop.jpg,1,3,1.0,26.0,1,1221.2682,39.0,3.0,DON'T EAT                                    EAT,1220.2518,1204.1217,1115.4906
28,1,True,left,approach,neg,insect19_crop.jpg,1,3,1.0,27.0,2,1223.2722,39.0,3.0,DON'T EAT                                    EAT,1222.2701,1204.1217,1115.4906
29,1,False,left,avoid,neg,fungus34_crop.jpg,1,3,1.0,28.0,1,1225.2574,39.0,3.0,DON'T EAT                                    EAT,1224.2887,1204.1217,1115.4906
30,1,False,left,avoid,neg,fungus11_crop.jpg,1,3,1.0,29.0,1,1227.4861,39.0,3.0,DON'T EAT                                    EAT,1226.307,1204.1217,1115.4906
31,2,True,right,approach,pos,cake37_crop.jpg,1,4,1.0,30.0,2,1245.6588,39.0,4.0,DON'T EAT                                    EAT,1244.6055,1240.5853,1115.4906
32,2,False,right,avoid,neg,fungus11_crop.jpg,1,4,1.0,31.0,1,1247.807,39.0,4.0,DON'T EAT                                    EAT,1246.6238,1240.5853,1115.4906
33,2,False,right,avoid,neg,fungus31_crop.jpg,1,4,1.0,32.0,1,1249.8223,39.0,4.0,DON'T EAT                                    EAT,1248.6421,1240.5853,1115.4906
34,2,False,right,avoid,neg,fungus35_crop.jpg,1,4,1.0,33.0,1,1251.587,39.0,4.0,DON'T EAT                                    EAT,1250.6604,1240.5853,1115.4906
35,2,False,right,avoid,neg,fungus14_crop.jpg,1,4,1.0,34.0,1,1253.6998,39.0,4.0,DON'T EAT                                    EAT,1252.6782,1240.5853,1115.4906
36,2,False,right,avoid,neg,fungus17_crop.jpg,1,4,1.0,35.0,1,1256.0753,39.0,4.0,DON'T EAT                                    EAT,1254.6971,1240.5853,1115.4906
37,2,False,right,avoid,neg,fungus34_crop.jpg,1,4,1.0,36.0,1,1257.8964,39.0,4.0,DON'T EAT                                    EAT,1256.7156,1240.5853,1115.4906
38,2,True,right,approach,neg,insect9_crop.jpg,1,4,1.0,37.0,2,1259.9493,39.0,4.0,DON'T EAT                                    EAT,1258.7339,1240.5853,1115.4906
39,2,False,right,avoid,neg,fungus16_crop.jpg,1,4,1.0,38.0,1,1261.9932,39.0,4.0,DON'T EAT                                    EAT,1260.7518,1240.5853,1115.4906
40,2,False,right,avoid,neg,fungus26_crop.jpg,1,4,1.0,39.0,1,1263.7714,39.0,4.0,DON'T EAT                                    EAT,1262.7701,1240.5853,1115.4906
