TrialNumber,n_block,catch,hand,mot,val,stim_name,run_number,num_block,ran,order,response,RT,Subject number,n_b,left_side_resp_label,trial_onset,blk_instr_onset,baseline_onset
1,0,False,left,avoid,neg,fungus30_crop.jpg,1,1,1.0,0.0,1,1679.0181,43.0,1.0,DON'T EAT                                    EAT,1677.8119,1673.7921,1662.3091
2,0,True,left,approach,neg,insect11_crop.jpg,1,1,1.0,1.0,2,1680.7205,43.0,1.0,DON'T EAT                                    EAT,1679.8303,1673.7921,1662.3091
3,0,False,left,avoid,neg,fungus6_crop.jpg,1,1,1.0,2.0,1,1682.9701,43.0,1.0,DON'T EAT                                    EAT,1681.8483,1673.7921,1662.3091
4,0,False,left,avoid,neg,fungus21_crop.jpg,1,1,1.0,3.0,1,1684.8336,43.0,1.0,DON'T EAT                                    EAT,1683.87,1673.7921,1662.3091
5,0,True,left,approach,pos,cake14_crop.jpg,1,1,1.0,4.0,2,1686.7128,43.0,1.0,DON'T EAT                                    EAT,1685.8878,1673.7921,1662.3091
6,0,False,left,avoid,neg,fungus3_crop.jpg,1,1,1.0,5.0,1,1689.4094,43.0,1.0,DON'T EAT                                    EAT,1687.9038,1673.7921,1662.3091
7,0,False,left,avoid,neg,fungus16_crop.jpg,1,1,1.0,6.0,1,1691.8606,43.0,1.0,DON'T EAT                                    EAT,1689.922,1673.7921,1662.3091
8,0,False,left,avoid,neg,fungus32_crop.jpg,1,1,1.0,7.0,1,1693.0214,43.0,1.0,DON'T EAT                                    EAT,1691.94,1673.7921,1662.3091
9,0,False,left,avoid,neg,fungus34_crop.jpg,1,1,1.0,8.0,1,1695.0807,43.0,1.0,DON'T EAT                                    EAT,1693.9583,1673.7921,1662.3091
10,0,False,left,avoid,neg,fungus23_crop.jpg,1,1,1.0,9.0,1,1696.863,43.0,1.0,DON'T EAT                                    EAT,1695.9768,1673.7921,1662.3091
11,0,True,right,approach,neg,insect11_crop.jpg,1,2,1.0,10.0,2,1715.4128,43.0,2.0,DON'T EAT                                    EAT,1714.5587,1710.5554,1662.3091
12,0,False,right,avoid,pos,meat36_crop.jpg,1,2,1.0,11.0,1,1717.4419,43.0,2.0,DON'T EAT                                    EAT,1716.577,1710.5554,1662.3091
13,0,False,right,avoid,pos,meat16_crop.jpg,1,2,1.0,12.0,1,1719.6138,43.0,2.0,DON'T EAT                                    EAT,1718.5955,1710.5554,1662.3091
14,0,True,right,approach,pos,cake28_crop.jpg,1,2,1.0,13.0,2,1721.4238,43.0,2.0,DON'T EAT                                    EAT,1720.6139,1710.5554,1662.3091
15,0,False,right,avoid,pos,meat39_crop.jpg,1,2,1.0,14.0,2,1724.0466,43.0,2.0,DON'T EAT                                    EAT,1722.6322,1710.5554,1662.3091
16,0,False,right,avoid,pos,meat29_crop.jpg,1,2,1.0,15.0,1,1725.4839,43.0,2.0,DON'T EAT                                    EAT,1724.6505,1710.5554,1662.3091
17,0,False,right,avoid,pos,meat31_crop.jpg,1,2,1.0,16.0,1,1727.5449,43.0,2.0,DON'T EAT                                    EAT,1726.6688,1710.5554,1662.3091
18,0,False,right,avoid,pos,meat19_crop.jpg,1,2,1.0,17.0,1,1729.5413,43.0,2.0,DON'T EAT                                    EAT,1728.6873,1710.5554,1662.3091
19,0,False,right,avoid,pos,meat8_crop.jpg,1,2,1.0,18.0,1,1731.4731,43.0,2.0,DON'T EAT                                    EAT,1730.7057,1710.5554,1662.3091
20,0,False,right,avoid,pos,meat28_crop.jpg,1,2,1.0,19.0,1,1733.6106,43.0,2.0,DON'T EAT                                    EAT,1732.7239,1710.5554,1662.3091
21,2,False,left,approach,pos,cake20_crop.jpg,1,3,1.0,20.0,2,1751.0479,43.0,3.0,DON'T EAT                                    EAT,1749.7881,1745.7847,1662.3091
22,2,False,left,approach,pos,cake26_crop.jpg,1,3,1.0,21.0,2,1752.7147,43.0,3.0,DON'T EAT                                    EAT,1751.8068,1745.7847,1662.3091
23,2,True,left,avoid,pos,meat4_crop.jpg,1,3,1.0,22.0,1,1754.9755,43.0,3.0,DON'T EAT                                    EAT,1753.8248,1745.7847,1662.3091
